ticker,event_date,setup_type,adsh,company_name
AVNS,2024-10-30,s05_spinoff,0001606498-24-000082,"AVANOS MEDICAL, INC.  (AVNS)  (CIK 0001606498)"
NXXT,2022-12-15,s05_spinoff,0001493152-22-035563,EzFill Holdings Inc  (EZFL)  (CIK 0001817004)
DMRA,2021-07-06,s05_spinoff,0001564590-21-035806,"Galecto, Inc.  (GLTO)  (CIK 0001800315)"
THRM,2024-11-08,s05_spinoff,0001193125-24-253684,GENTHERM Inc  (THRM)  (CIK 0000903129)
ARMK,2023-10-02,s05_spinoff,0001628280-23-033364,Aramark  (ARMK)  (CIK 0001584509)
WBD,2025-06-09,s05_spinoff,0001437107-25-000138,"Warner Bros. Discovery, Inc.  (WBD)  (CIK 0001437107)"
UP,2022-07-15,s05_spinoff,0001104659-22-080203,"Wheels Up Experience Inc.  (UP, WSUPW)  (CIK 0001819516)"
EFOI,2022-02-17,s05_spinoff,0000924168-22-000013,"ENERGY FOCUS, INC/DE  (EFOI)  (CIK 0000924168)"
RXO,2022-10-20,s05_spinoff,0001628280-22-026702,"RXO, Inc.  (RXO)  (CIK 0001929561)"
IBM,2021-11-04,s05_spinoff,0001558370-21-014643,INTERNATIONAL BUSINESS MACHINES CORP  (IBM)  (CIK 0000051143)
INVX,2024-09-06,s05_spinoff,0001193125-24-215264,"Innovex International, Inc.  (DRQ)  (CIK 0001042893)"
UDR,2025-09-02,s05_spinoff,0000074208-25-000059,"UDR, Inc.  (UDR)  (CIK 0000074208)"
UP,2023-05-02,s05_spinoff,0001104659-23-055047,"Wheels Up Experience Inc.  (UP, WSUPW)  (CIK 0001819516)"
SEG,2024-08-01,s05_spinoff,0001628280-24-034173,Seaport Entertainment Group Inc.  (SEG)  (CIK 0002009684)
UP,2022-11-09,s05_spinoff,0001819516-22-000031,"Wheels Up Experience Inc.  (UP, WSUPW)  (CIK 0001819516)"
CSWC,2025-02-18,s05_spinoff,0000017313-25-000015,"CAPITAL SOUTHWEST CORP  (CSWC, CSWCZ)  (CIK 0000017313)"
CCSI,2021-11-09,s05_spinoff,0001193125-21-324431,"Consensus Cloud Solutions, Inc.  (CCSI)  (CIK 0001866633)"
DVLT,2023-07-14,s05_spinoff,0001104659-23-081244,"WISA TECHNOLOGIES, INC.  (WISA)  (CIK 0001682149)"
VSNT,2026-01-05,s05_spinoff,0000950103-26-000080,"Versant Media Group, Inc.  (VSNT, VSNTV)  (CIK 0002067876)"
SMG,2022-10-04,s05_spinoff,0001443984-22-000302,SCOTTS MIRACLE-GRO CO  (SMG)  (CIK 0000825542)
EHC,2022-07-07,s05_spinoff,0000785161-22-000034,Encompass Health Corp  (EHC)  (CIK 0000785161)
VYX,2023-10-20,s05_spinoff,0000070866-23-000035,"NCR VOYIX Corp  (VYX, NCRRP)  (CIK 0000070866)"
WBD,2025-06-11,s05_spinoff,0001437107-25-000141,"Warner Bros. Discovery, Inc.  (WBD)  (CIK 0001437107)"
SKIN,2023-12-14,s05_spinoff,0001628280-23-041578,Beauty Health Co  (SKIN)  (CIK 0001818093)
BDX,2026-02-09,s05_spinoff,0001193125-26-042827,BECTON DICKINSON & CO  (BDX)  (CIK 0000010795)
SKIN,2025-10-17,s05_spinoff,0001628280-25-045385,Beauty Health Co  (SKIN)  (CIK 0001818093)
WBD,2026-01-20,s05_spinoff,0001193125-26-015949,"Warner Bros. Discovery, Inc.  (WBD)  (CIK 0001437107)"
ANVS,2024-05-01,s05_spinoff,0001104659-24-055838,"Annovis Bio, Inc.  (ANVS)  (CIK 0001477845)"
PVLA,2024-12-16,s05_spinoff,0001437749-24-037515,"PALVELLA THERAPEUTICS, INC.  (PIRS)  (CIK 0001583648)"
VSTS,2023-10-02,s05_spinoff,0001628280-23-033362,Vestis Corp  (VSTS)  (CIK 0001967649)
WOR,2022-09-29,s05_spinoff,0001171843-22-006299,WORTHINGTON INDUSTRIES INC  (WOR)  (CIK 0000108516)
CTGO,2023-08-04,s05_spinoff,0001157523-23-001265,"Contango ORE, Inc.  (CTGO)  (CIK 0001502377)"
MMM,2024-04-04,s05_spinoff,0000066740-24-000044,3M CO  (MMM)  (CIK 0000066740)
SWX,2024-04-17,s05_spinoff,0001193125-24-099073,"Southwest Gas Holdings, Inc.  (SWX)  (CIK 0001692115)"
ERNA,2022-09-01,s05_spinoff,0001140361-22-031997,"Brooklyn ImmunoTherapeutics, Inc.  (ERNA)  (CIK 0000748592)"
ONTO,2025-07-11,s05_spinoff,0000950170-25-095287,ONTO INNOVATION INC.  (ONTO)  (CIK 0000704532)
DNUT,2026-04-06,s05_spinoff,0001857154-26-000020,"Krispy Kreme, Inc.  (DNUT)  (CIK 0001857154)"
WAT,2026-02-09,s05_spinoff,0001193125-26-042819,WATERS CORP /DE/  (WAT)  (CIK 0001000697)
NGS,2025-08-11,s05_spinoff,0001084991-25-000112,NATURAL GAS SERVICES GROUP INC  (NGS)  (CIK 0001084991)
KHC,2025-09-02,s05_spinoff,0000950142-25-002336,Kraft Heinz Co  (KHC)  (CIK 0001637459)
SBUX,2022-04-05,s05_spinoff,0001193125-22-096269,STARBUCKS CORP  (SBUX)  (CIK 0000829224)
SCOR,2022-02-28,s05_spinoff,0001158172-22-000006,"COMSCORE, INC.  (SCOR)  (CIK 0001158172)"
VRSK,2022-12-30,s05_spinoff,0001193125-22-315466,"Verisk Analytics, Inc.  (VRSK)  (CIK 0001442145)"
LQDA,2022-02-04,s05_spinoff,0001104659-22-011993,Liquidia Corp  (LQDA)  (CIK 0001819576)
BBWI,2021-08-03,s05_spinoff,0001140361-21-026658,"Bath & Body Works, Inc.  (BBWI)  (CIK 0000701985)"
ORBS,2022-06-28,s05_spinoff,0001493152-22-017938,"Cryptyde, Inc.  (OCTO)  (CIK 0001892492)"
CNR,2024-11-12,s05_spinoff,0001193125-24-255935,CONSOL Energy Inc.  (CEIX)  (CIK 0001710366)
ERNA,2023-05-05,s05_spinoff,0001140361-23-023068,Eterna Therapeutics Inc.  (ERNA)  (CIK 0000748592)
AON,2026-01-07,s05_spinoff,0001193125-26-005392,Aon plc  (AON)  (CIK 0000315293)
BRR,2026-04-03,s05_spinoff,0001493152-26-015126,"ProCap Financial, Inc.  (BRR, BRRWW)  (CIK 0002076163)"
GYRE,2023-11-02,s05_spinoff,0001140361-23-051195,"GYRE THERAPEUTICS, INC.  (GYRE)  (CIK 0001124105)"
WTER,2022-06-03,s05_spinoff,0001062993-22-014302,ALKALINE WATER Co INC  (WTER)  (CIK 0001532390)
AHCO,2024-08-26,s05_spinoff,0001104659-24-092623,AdaptHealth Corp.  (AHCO)  (CIK 0001725255)
VSXY,2021-08-03,s05_spinoff,0001140361-21-026649,Victoria's Secret & Co.  (VSCO)  (CIK 0001856437)
CXT,2023-11-06,s05_spinoff,0001628280-23-037045,"Crane NXT, Co.  (CXT)  (CIK 0000025445)"
IDXX,2026-03-26,s05_spinoff,0001104659-26-034906,IDEXX LABORATORIES INC /DE  (IDXX)  (CIK 0000874716)
SEIC,2023-12-22,s05_spinoff,0000350894-23-000110,SEI INVESTMENTS CO  (SEIC)  (CIK 0000350894)
SCWO,2025-10-24,s05_spinoff,0001654954-25-012206,374Water Inc.  (SCWO)  (CIK 0000933972)
MDU,2023-06-07,s05_spinoff,0000067716-23-000077,MDU RESOURCES GROUP INC  (MDU)  (CIK 0000067716)
WRLD,2026-04-15,s05_spinoff,0001437749-26-012282,WORLD ACCEPTANCE CORP  (WRLD)  (CIK 0000108385)
CNOB,2023-09-29,s05_spinoff,0001437749-23-027192,"ConnectOne Bancorp, Inc.  (CNOB, CNOBP)  (CIK 0000712771)"
MX,2025-09-09,s05_spinoff,0001193125-25-198733,MAGNACHIP SEMICONDUCTOR Corp  (MX)  (CIK 0001325702)
ADTX,2023-09-21,s05_spinoff,0001213900-23-078357,"Aditxt, Inc.  (ADTX)  (CIK 0001726711)"
CMP,2024-01-16,s05_spinoff,0001140361-24-002353,COMPASS MINERALS INTERNATIONAL INC  (CMP)  (CIK 0001227654)
RRGB,2022-11-17,s05_spinoff,0000950142-22-003205,RED ROBIN GOURMET BURGERS INC  (RRGB)  (CIK 0001171759)
CCSI,2021-10-08,s05_spinoff,0001193125-21-294817,"Consensus Cloud Solutions, Inc.  (CCSI)  (CIK 0001866633)"
BNAI,2024-08-22,s05_spinoff,0001493152-24-033580,"Brand Engagement Network Inc.  (BNAI, BNAIW)  (CIK 0001838163)"
CRVO,2023-05-19,s05_spinoff,0001437749-23-015313,Diffusion Pharmaceuticals Inc.  (CRVO)  (CIK 0001053691)
VSTM,2025-12-19,s05_spinoff,0001104659-25-123295,"Verastem, Inc.  (VSTM)  (CIK 0001526119)"
UNTY,2023-05-25,s05_spinoff,0000920427-23-000064,UNITY BANCORP INC /NJ/  (UNTY)  (CIK 0000920427)
BRC,2023-04-19,s05_spinoff,0000746598-23-000027,BRADY CORP  (BRC)  (CIK 0000746598)
SKIN,2026-05-21,s05_spinoff,0001628280-26-037340,SkinHealth Systems Inc.  (SKIN)  (CIK 0001818093)
PTHS,2026-05-21,s05_spinoff,0001919246-26-000078,Pelthos Therapeutics Inc.  (PTHS)  (CIK 0001919246)
ORGN,2023-06-16,s05_spinoff,0001802457-23-000069,"Origin Materials, Inc.  (ORGN, ORGNW)  (CIK 0001802457)"
APOG,2025-11-05,s05_spinoff,0001628280-25-049600,"APOGEE ENTERPRISES, INC.  (APOG)  (CIK 0000006845)"
CRBP,2023-04-24,s05_spinoff,0000950170-23-014119,"Corbus Pharmaceuticals Holdings, Inc.  (CRBP)  (CIK 0001595097)"
FG,2022-12-01,s05_spinoff,0001628280-22-031154,"F&G Annuities & Life, Inc.  (FG, FGN)  (CIK 0001934850)"
RGP,2026-03-04,s05_spinoff,0001084765-26-000019,"RESOURCES CONNECTION, INC.  (RGP)  (CIK 0001084765)"
EMBC,2022-03-23,s05_spinoff,0001193125-22-082093,Embecta Corp.  (EMBC)  (CIK 0001872789)
KRRO,2023-03-29,s05_spinoff,0001193125-23-083653,"Frequency Therapeutics, Inc.  (KRRO)  (CIK 0001703647)"
FNKO,2022-12-09,s05_spinoff,0001193125-22-301795,"Funko, Inc.  (FNKO)  (CIK 0001704711)"
EXC,2022-02-02,s05_spinoff,0001104659-22-010604,EXELON CORP  (EXC)  (CIK 0001109357)
CEG,2022-02-02,s05_spinoff,0001104659-22-010603,Constellation Energy Corp  (CEG)  (CIK 0001868275)
DTE,2021-07-01,s05_spinoff,0001193125-21-205726,"DTE ENERGY CO  (DTB, DTE, DTG, DTW)  (CIK 0000936340)"
LH,2023-07-03,s05_spinoff,0000920148-23-000050,LABORATORY CORP OF AMERICA HOLDINGS  (LH)  (CIK 0000920148)
DTM,2021-07-01,s05_spinoff,0001193125-21-205933,"DT Midstream, Inc.  (DTM)  (CIK 0001842022)"
CAR,2023-04-12,s05_spinoff,0000950142-23-001058,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2021-11-19,s05_spinoff,0001193125-21-335185,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2026-06-12,s05_spinoff,0000950142-26-001753,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2023-06-06,s05_spinoff,0000950142-23-001614,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2022-12-02,s05_spinoff,0000950142-22-003287,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
MAGN,2024-02-12,s05_spinoff,0001104659-24-014952,Glatfelter Corp  (GLT)  (CIK 0000041719)
MBC,2022-12-15,s05_spinoff,0001193125-22-306031,"MasterBrand, Inc.  (MBC)  (CIK 0001941365)"
CAR,2022-07-22,s05_spinoff,0000950142-22-002300,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
FTRE,2023-07-03,s05_spinoff,0001965040-23-000021,Fortrea Holdings Inc.  (FTRE)  (CIK 0001965040)
CAR,2024-03-18,s05_spinoff,0000950142-24-000731,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2026-03-13,s05_spinoff,0000950142-26-000719,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2023-09-21,s05_spinoff,0000950142-23-002455,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2024-01-18,s05_spinoff,0000950142-24-000165,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2022-06-10,s05_spinoff,0000950142-22-001871,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2025-06-02,s05_spinoff,0000950142-25-001547,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2023-01-20,s05_spinoff,0000950142-23-000177,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
FBIN,2022-12-16,s05_spinoff,0001193125-22-306146,"Fortune Brands Innovations, Inc.  (FBIN)  (CIK 0001519751)"
CAR,2025-09-19,s05_spinoff,0000950142-25-002473,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
CAR,2022-04-19,s05_spinoff,0000950142-22-001417,"AVIS BUDGET GROUP, INC.  (CAR)  (CIK 0000723612)"
VLTO,2023-10-02,s05_spinoff,0001967680-23-000005,Veralto Corp  (VLTO)  (CIK 0001967680)
DHR,2023-10-02,s05_spinoff,0000313616-23-000252,DANAHER CORP /DE/  (DHR)  (CIK 0000313616)
DOUG,2021-12-28,s05_spinoff,0001193125-21-367971,Douglas Elliman Inc.  (DOUG)  (CIK 0001878897)
CPPTL,2021-07-09,s05_spinoff,0001837671-21-000006,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2021-11-09,s05_spinoff,0001837671-21-000023,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2021-09-09,s05_spinoff,0001837671-21-000015,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2021-08-09,s05_spinoff,0001837671-21-000008,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2023-03-07,s05_spinoff,0001837671-23-000014,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2024-08-07,s05_spinoff,0001837671-24-000039,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2022-12-06,s05_spinoff,0001837671-22-000071,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2025-08-07,s05_spinoff,0001837671-25-000046,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2024-07-08,s05_spinoff,0001837671-24-000035,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2026-06-05,s05_spinoff,0001837671-26-000040,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2023-06-05,s05_spinoff,0001837671-23-000033,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2023-02-07,s05_spinoff,0001837671-23-000007,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2022-11-07,s05_spinoff,0001837671-22-000060,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2022-02-09,s05_spinoff,0001837671-22-000010,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2022-06-09,s05_spinoff,0001837671-22-000036,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
DVLT,2026-02-13,s05_spinoff,0001104659-26-015215,Datavault AI Inc.  (DVLT)  (CIK 0001682149)
CPPTL,2026-01-07,s05_spinoff,0001837671-26-000002,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2022-07-08,s05_spinoff,0001837671-22-000040,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2025-04-04,s05_spinoff,0001837671-25-000015,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2026-02-05,s05_spinoff,0001837671-26-000008,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2022-04-08,s05_spinoff,0001837671-22-000027,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2023-08-07,s05_spinoff,0001837671-23-000059,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2023-07-05,s05_spinoff,0001837671-23-000041,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2025-02-05,s05_spinoff,0001837671-25-000005,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2021-10-08,s05_spinoff,0001837671-21-000019,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2023-04-05,s05_spinoff,0001837671-23-000024,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2025-07-07,s05_spinoff,0001837671-25-000031,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2025-11-06,s05_spinoff,0001837671-25-000072,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2024-12-05,s05_spinoff,0001837671-24-000061,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
CPPTL,2025-01-07,s05_spinoff,0001837671-25-000003,Copper Property CTL Pass Through Trust  (CPPTL)  (CIK 0001837671)
