ticker,event_date,setup_type,sponsor_name,application_number,entry_date,entry_price,horizon,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy,error
ABBV,2022-06-16,s08_fda_regulatory,ABBVIE INC,BLA761262,2022-06-07,127.01485298021731,30.0,2022-07-21,128.9272003173828,0.015056092199416726,0.012056092199416727,False,0.012056092199416727,True,-0.05353602805635871,-0.018591794600380296,0.030647886799797023,
ABBV,2022-06-16,s08_fda_regulatory,ABBVIE INC,BLA761262,2022-06-07,127.01485298021731,60.0,2022-09-01,120.81196594238281,-0.04883591873149362,-0.051835918731493624,False,-0.051835918731493624,True,-0.05353602805635871,-0.02442431624416541,-0.027411602487328213,
ABBV,2022-06-16,s08_fda_regulatory,ABBVIE INC,BLA761262,2022-06-07,127.01485298021731,90.0,2022-10-14,125.99915313720703,-0.007996701324123667,-0.010996701324123666,False,-0.010996701324123666,True,-0.05353602805635871,-0.11626973558699127,0.1052730342628676,
ABBV,2021-10-28,s08_fda_regulatory,ABBVIE,NDA214028,2021-10-19,91.41804396945516,30.0,2021-12-01,98.34121704101562,0.075730925438239,0.072730925438239,False,0.072730925438239,False,0.072730925438239,0.0035195877154923227,0.06921133772274668,
ABBV,2021-10-28,s08_fda_regulatory,ABBVIE,NDA214028,2021-10-19,91.41804396945516,60.0,2022-01-13,114.45755004882812,0.2520236167716625,0.24902361677166251,False,0.24902361677166251,False,0.24902361677166251,0.038407853054230445,0.21061576371743207,
ABBV,2021-10-28,s08_fda_regulatory,ABBVIE,NDA214028,2021-10-19,91.41804396945516,90.0,2022-02-28,126.67308807373047,0.38564644979775364,0.38264644979775364,False,0.38264644979775364,False,0.38264644979775364,-0.023959737205915377,0.406606187003669,
SIGA,2022-05-18,s08_fda_regulatory,SIGA TECHNOLOGIES,NDA214518,2022-05-09,4.851776853362025,30.0,2022-06-22,8.575514793395996,0.7674998361587091,0.7644998361587091,False,0.7644998361587091,False,0.7644998361587091,-0.07181631317021786,0.836316149328927,
SIGA,2022-05-18,s08_fda_regulatory,SIGA TECHNOLOGIES,NDA214518,2022-05-09,4.851776853362025,60.0,2022-08-04,13.421646118164062,1.7663362359428323,1.7633362359428324,False,1.7633362359428324,False,1.7633362359428324,0.026805903322101088,1.7365303326207313,
SIGA,2022-05-18,s08_fda_regulatory,SIGA TECHNOLOGIES,NDA214518,2022-05-09,4.851776853362025,90.0,2022-09-16,8.148118019104004,0.6794090629823153,0.6764090629823153,False,0.6764090629823153,False,0.6764090629823153,-0.04019715693185966,0.716606219914175,
INCY,2021-09-21,s08_fda_regulatory,INCYTE CORP,NDA215309,2021-09-10,72.72000122070312,30.0,2021-10-22,65.79000091552734,-0.09529703229986797,-0.09829703229986797,True,-0.10299999999999998,True,-0.04935293535141927,0.007830020337774135,-0.1061270526376421,
INCY,2021-09-21,s08_fda_regulatory,INCYTE CORP,NDA215309,2021-09-10,72.72000122070312,60.0,2021-12-06,65.01000213623047,-0.10602308794073079,-0.10902308794073079,True,-0.10299999999999998,True,-0.04935293535141927,0.02044126743325969,-0.12946435537399048,
INCY,2021-09-21,s08_fda_regulatory,INCYTE CORP,NDA215309,2021-09-10,72.72000122070312,90.0,2022-01-19,74.77999877929688,0.02832779873506497,0.02532779873506497,True,-0.10299999999999998,True,-0.04935293535141927,0.008312807422488744,0.017014991312576225,
AZN,2023-04-28,s08_fda_regulatory,ASTRAZENECA,NDA216579,2023-04-19,140.50062920272885,30.0,2023-06-01,137.27786254882812,-0.022937738230699112,-0.02593773823069911,False,-0.02593773823069911,True,-0.030975116945205935,0.023288728312485185,-0.0492264665431843,
AZN,2023-04-28,s08_fda_regulatory,ASTRAZENECA,NDA216579,2023-04-19,140.50062920272885,60.0,2023-07-17,126.36575317382812,-0.10060364931537391,-0.10360364931537391,True,-0.10299999999999998,True,-0.030975116945205935,0.09775051606552676,-0.20135416538090067,
AZN,2023-04-28,s08_fda_regulatory,ASTRAZENECA,NDA216579,2023-04-19,140.50062920272885,90.0,2023-08-28,130.2117919921875,-0.07322983013617357,-0.07622983013617357,True,-0.10299999999999998,True,-0.030975116945205935,0.07807664799032943,-0.154306478126503,
PFE,2024-03-07,s08_fda_regulatory,PFIZER,NDA217439,2024-02-27,23.406971551048446,30.0,2024-04-10,22.71649742126465,-0.0294986529238922,-0.0324986529238922,False,-0.0324986529238922,True,-0.04354282672889609,0.017796383371661006,-0.05029503629555321,
PFE,2024-03-07,s08_fda_regulatory,PFIZER,NDA217439,2024-02-27,23.406971551048446,60.0,2024-05-22,25.932703018188477,0.107905094071296,0.104905094071296,False,0.104905094071296,True,-0.04354282672889609,0.048897053343395,0.056008040727901,
PFE,2024-03-07,s08_fda_regulatory,PFIZER,NDA217439,2024-02-27,23.406971551048446,90.0,2024-07-08,24.46961212158203,0.04539846465041686,0.042398464650416856,False,0.042398464650416856,True,-0.04354282672889609,0.10282667976635129,-0.060428215115934436,
INSM,2025-08-12,s08_fda_regulatory,INSMED INC,NDA217673,2025-08-01,107.4800033569336,30.0,2025-09-15,143.13999938964844,0.331782609964111,0.328782609964111,False,0.328782609964111,False,0.328782609964111,0.05526109767936882,0.2735215122847422,
