ticker,event_date,setup_type,fomc_direction,entry_date,entry_price,horizon,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy
XHB,2022-03-16,s14_rate_sensitivity,hike,2022-03-17,67.10318929203963,10,2022-03-31,60.96105194091797,-0.09153271872653446,-0.09453271872653446,False,-0.09453271872653446,True,-0.06601733994453873,0.04486521991981207,-0.13939793864634653
XHB,2022-03-16,s14_rate_sensitivity,hike,2022-03-17,67.10318929203963,20,2022-04-14,59.27305221557617,-0.11668800185317474,-0.11968800185317474,True,-0.10299999999999998,True,-0.06601733994453873,0.012823386664323033,-0.13251138851749777
XHB,2022-03-16,s14_rate_sensitivity,hike,2022-03-17,67.10318929203963,30,2022-04-29,59.11872482299805,-0.1189878536814758,-0.1219878536814758,True,-0.10299999999999998,True,-0.06601733994453873,-0.04684167102115777,-0.07514618266031803
XLU,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,31.61710398400024,10,2022-05-19,31.458803176879883,-0.005006809200503226,-0.008006809200503225,False,-0.008006809200503225,False,-0.008006809200503225,-0.08265216366394312,0.0746453544634399
XLU,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,31.61710398400024,20,2022-06-03,32.69446563720703,0.03407527943583899,0.03107527943583899,False,0.03107527943583899,False,0.03107527943583899,-0.03299970243812633,0.06407498187396532
XLU,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,31.61710398400024,30,2022-06-17,28.525758743286133,-0.09777445911170346,-0.10077445911170346,True,-0.10300000000000009,True,-0.04171833110638257,-0.13451796078176603,0.03374350167006257
VNQ,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,87.1663134336603,10,2022-05-19,79.40528869628906,-0.08903697347803896,-0.09203697347803896,True,-0.10299999999999998,True,-0.051958539581619,-0.08265216366394312,-0.00938480981409584
VNQ,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,87.1663134336603,20,2022-06-03,82.80970001220703,-0.049980471237537905,-0.05298047123753791,True,-0.10299999999999998,True,-0.051958539581619,-0.03299970243812633,-0.019980768799411575
VNQ,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,87.1663134336603,30,2022-06-17,73.90264129638672,-0.15216511533860122,-0.15516511533860122,True,-0.10299999999999998,True,-0.051958539581619,-0.13451796078176603,-0.02064715455683519
KRE,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,57.29378941282015,10,2022-05-19,53.00516891479492,-0.0748531479934822,-0.0778531479934822,False,-0.0778531479934822,True,-0.06241769295250643,-0.08265216366394312,0.004799015670460927
KRE,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,57.29378941282015,20,2022-06-03,56.6646614074707,-0.010980736512580469,-0.013980736512580468,False,-0.013980736512580468,True,-0.06241769295250643,-0.03299970243812633,0.019018965925545864
KRE,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,57.29378941282015,30,2022-06-17,51.14440155029297,-0.1073307931897971,-0.1103307931897971,True,-0.10299999999999998,True,-0.06241769295250643,-0.13451796078176603,0.024187167591968928
XHB,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,62.25359752875762,10,2022-05-19,57.208866119384766,-0.08103517884315803,-0.08403517884315803,True,-0.10299999999999998,True,-0.07576728648807951,-0.08265216366394312,-0.0013830151792149081
XHB,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,62.25359752875762,20,2022-06-03,60.37266159057617,-0.0302140922428229,-0.0332140922428229,True,-0.10299999999999998,True,-0.07576728648807951,-0.03299970243812633,-0.00021438980469656865
XHB,2022-05-04,s14_rate_sensitivity,hike,2022-05-05,62.25359752875762,30,2022-06-17,50.41826248168945,-0.19011487716193298,-0.19311487716193299,True,-0.10299999999999998,True,-0.07576728648807951,-0.13451796078176603,-0.05859691638016695
XLU,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,28.996281307003393,10,2022-07-01,31.84796142578125,0.09834640823715213,0.09534640823715212,False,0.09534640823715212,False,0.09534640823715212,0.033404825043712005,0.06194158319344012
XLU,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,28.996281307003393,20,2022-07-18,30.491600036621094,0.051569327590174074,0.04856932759017407,False,0.04856932759017407,False,0.04856932759017407,0.035329414562120576,0.013239913028053496
XLU,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,28.996281307003393,30,2022-08-01,32.814266204833984,0.13167153599480508,0.12867153599480508,False,0.12867153599480508,False,0.12867153599480508,0.11344982433883266,0.015221711655972414
VNQ,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,73.54027015257634,10,2022-07-01,78.65601348876953,0.06956383659700172,0.06656383659700171,False,0.06656383659700171,False,0.06656383659700171,0.033404825043712005,0.03315901155328971
VNQ,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,73.54027015257634,20,2022-07-18,77.29065704345703,0.05099773067327118,0.04799773067327118,False,0.04799773067327118,False,0.04799773067327118,0.035329414562120576,0.012668316111150602
VNQ,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,73.54027015257634,30,2022-08-01,83.24393463134766,0.13195035126521582,0.1289503512652158,False,0.1289503512652158,False,0.1289503512652158,0.11344982433883266,0.015500526926383151
KRE,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,51.16212807803449,10,2022-07-01,52.65558624267578,0.029190696727145582,0.026190696727145583,False,0.026190696727145583,False,0.026190696727145583,0.033404825043712005,-0.007214128316566423
KRE,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,51.16212807803449,20,2022-07-18,52.67341995239258,0.029539269204224672,0.026539269204224673,False,0.026539269204224673,False,0.026539269204224673,0.035329414562120576,-0.008790145357895903
KRE,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,51.16212807803449,30,2022-08-01,56.90833282470703,0.11231363828158591,0.10931363828158591,False,0.10931363828158591,False,0.10931363828158591,0.11344982433883266,-0.004136186057246749
XHB,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,52.2220107003704,10,2022-07-01,54.700706481933594,0.04746457955793759,0.04446457955793759,False,0.04446457955793759,False,0.04446457955793759,0.033404825043712005,0.011059754514225584
XHB,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,52.2220107003704,20,2022-07-18,56.480220794677734,0.08154052356848718,0.07854052356848717,False,0.07854052356848717,False,0.07854052356848717,0.035329414562120576,0.0432111090063666
XHB,2022-06-15,s14_rate_sensitivity,hike,2022-06-16,52.2220107003704,30,2022-08-01,62.31198501586914,0.19321305672029943,0.19021305672029942,False,0.19021305672029942,False,0.19021305672029942,0.11344982433883266,0.07676323238146676
XLU,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,31.92775636176429,10,2022-08-11,33.46141815185547,0.048035376263640295,0.04503537626364029,False,0.04503537626364029,False,0.04503537626364029,0.04503726504127581,-1.8887776355169805e-06
XLU,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,31.92775636176429,20,2022-08-25,34.08197784423828,0.06747174646615073,0.06447174646615073,False,0.06447174646615073,False,0.06447174646615073,0.043842946900541024,0.0206287995656097
XLU,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,31.92775636176429,30,2022-09-09,34.299171447753906,0.0742744043496133,0.0712744043496133,False,0.0712744043496133,False,0.0712744043496133,0.01171972217795525,0.05955468217165805
VNQ,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,81.38670725747899,10,2022-08-11,84.80432891845703,0.0419923815097456,0.0389923815097456,False,0.0389923815097456,False,0.0389923815097456,0.04503726504127581,-0.00604488353153021
VNQ,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,81.38670725747899,20,2022-08-25,83.1845474243164,0.022090095881993177,0.019090095881993178,False,0.019090095881993178,False,0.019090095881993178,0.043842946900541024,-0.024752851018547847
VNQ,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,81.38670725747899,30,2022-09-09,81.25102996826172,-0.0016670693997735686,-0.004667069399773569,False,-0.004667069399773569,True,-0.040026351795787174,0.01171972217795525,-0.016386791577728817
KRE,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,55.99895248224647,10,2022-08-11,59.342308044433594,0.059703894697799464,0.05670389469779946,False,0.05670389469779946,False,0.05670389469779946,0.04503726504127581,0.011666629656523653
KRE,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,55.99895248224647,20,2022-08-25,58.59339141845703,0.046330133354424374,0.04333013335442437,False,0.04333013335442437,False,0.04333013335442437,0.043842946900541024,-0.0005128135461166528
KRE,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,55.99895248224647,30,2022-09-09,57.1044807434082,0.019741945378571435,0.016741945378571436,False,0.016741945378571436,False,0.016741945378571436,0.01171972217795525,0.005022223200616186
XHB,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,60.28104039824184,10,2022-08-11,63.30812454223633,0.05021618943529016,0.04721618943529016,False,0.04721618943529016,False,0.04721618943529016,0.04503726504127581,0.0021789243940143477
XHB,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,60.28104039824184,20,2022-08-25,62.253963470458984,0.032728749523617706,0.029728749523617707,False,0.029728749523617707,False,0.029728749523617707,0.043842946900541024,-0.014114197376923317
XHB,2022-07-27,s14_rate_sensitivity,hike,2022-07-28,60.28104039824184,30,2022-09-09,60.0198974609375,-0.004332090746595019,-0.007332090746595019,False,-0.007332090746595019,True,-0.05476908266612324,0.01171972217795525,-0.019051812924550268
XLU,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,32.48762258491538,10,2022-10-06,29.055891036987305,-0.10563196918944417,-0.10863196918944418,True,-0.10299999999999998,True,-0.03950233900891087,-0.008975410484701296,-0.09965655870474288
XLU,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,32.48762258491538,20,2022-10-20,27.739429473876953,-0.14615391134354971,-0.14915391134354972,True,-0.10299999999999998,True,-0.03950233900891087,-0.02966155264232817,-0.11949235870122155
XLU,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,32.48762258491538,30,2022-11-03,29.756513595581055,-0.08406613879473068,-0.08706613879473069,True,-0.10299999999999998,True,-0.03950233900891087,-0.014790998683994583,-0.0722751401107361
VNQ,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,73.20309112033034,10,2022-10-06,68.02114868164062,-0.0707885740804538,-0.0737885740804538,False,-0.0737885740804538,True,-0.04412970411175776,-0.008975410484701296,-0.06481316359575251
VNQ,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,73.20309112033034,20,2022-10-20,66.46955871582031,-0.09198426325251119,-0.09498426325251119,True,-0.10299999999999998,True,-0.04412970411175776,-0.02966155264232817,-0.06532271061018302
VNQ,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,73.20309112033034,30,2022-11-03,69.05839538574219,-0.0566191354921769,-0.0596191354921769,True,-0.10299999999999998,True,-0.04412970411175776,-0.014790998683994583,-0.04482813680818232
KRE,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,56.41791394354538,10,2022-10-06,55.37762451171875,-0.018438991432182306,-0.021438991432182305,False,-0.021438991432182305,True,-0.0487413642171729,-0.008975410484701296,-0.012463580947481009
KRE,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,56.41791394354538,20,2022-10-20,53.5033073425293,-0.05166101327200057,-0.05466101327200057,False,-0.05466101327200057,True,-0.0487413642171729,-0.02966155264232817,-0.0249994606296724
KRE,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,56.41791394354538,30,2022-11-03,55.52111053466797,-0.015895720812626912,-0.01889572081262691,False,-0.01889572081262691,True,-0.0487413642171729,-0.014790998683994583,-0.004104722128632329
XHB,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,54.68696208771095,10,2022-10-06,57.111026763916016,0.044326190076478644,0.04132619007647864,False,0.04132619007647864,False,0.04132619007647864,-0.008975410484701296,0.05030160056117994
XHB,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,54.68696208771095,20,2022-10-20,51.77808380126953,-0.05319144043466795,-0.05619144043466795,False,-0.05619144043466795,False,-0.05619144043466795,-0.02966155264232817,-0.02652988779233978
XHB,2022-09-21,s14_rate_sensitivity,hike,2022-09-22,54.68696208771095,30,2022-11-03,53.251914978027344,-0.026241119544764158,-0.029241119544764157,False,-0.029241119544764157,True,-0.059879334608470614,-0.014790998683994583,-0.014450120860769574
XLU,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,29.3459622816175,10,2022-11-17,30.086742401123047,0.02524299978295752,0.02224299978295752,False,0.02224299978295752,False,0.02224299978295752,0.06129704635288813,-0.03905404656993061
XLU,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,29.3459622816175,20,2022-12-02,31.697744369506836,0.08013988654795301,0.07713988654795301,False,0.07713988654795301,False,0.07713988654795301,0.0954047088892267,-0.01826482234127369
XLU,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,29.3459622816175,30,2022-12-16,31.452293395996094,0.07177584071584575,0.06877584071584575,False,0.06877584071584575,False,0.06877584071584575,0.03650355737391142,0.03227228334193433
VNQ,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,68.51834324153965,10,2022-11-17,72.37586975097656,0.05629917956186459,0.053299179561864585,False,0.053299179561864585,False,0.053299179561864585,0.06129704635288813,-0.007997866791023545
VNQ,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,68.51834324153965,20,2022-12-02,75.11900329589844,0.09633420398228631,0.09333420398228631,False,0.09333420398228631,False,0.09333420398228631,0.0954047088892267,-0.0020705049069403847
VNQ,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,68.51834324153965,30,2022-12-16,72.08441925048828,0.052045566781694586,0.04904556678169458,False,0.04904556678169458,False,0.04904556678169458,0.03650355737391142,0.012542009407783161
KRE,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,55.44039807412387,10,2022-11-17,56.095062255859375,0.011808432198849195,0.008808432198849196,False,0.008808432198849196,False,0.008808432198849196,0.06129704635288813,-0.05248861415403894
KRE,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,55.44039807412387,20,2022-12-02,57.3505859375,0.03445480064595152,0.03145480064595152,False,0.03145480064595152,False,0.03145480064595152,0.0954047088892267,-0.06394990824327518
KRE,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,55.44039807412387,30,2022-12-16,51.063995361328125,-0.07893887606911643,-0.08193887606911643,False,-0.08193887606911643,True,-0.05359822213726073,0.03650355737391142,-0.11844243344302785
XHB,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,53.15494994632523,10,2022-11-17,58.74970626831055,0.10525372195129123,0.10225372195129123,False,0.10225372195129123,False,0.10225372195129123,0.06129704635288813,0.0409566755984031
XHB,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,53.15494994632523,20,2022-12-02,60.727745056152344,0.14246641408700333,0.13946641408700333,False,0.13946641408700333,False,0.13946641408700333,0.0954047088892267,0.044061705197776635
XHB,2022-11-02,s14_rate_sensitivity,hike,2022-11-03,53.15494994632523,30,2022-12-16,59.72901916503906,0.1236774604312898,0.1206774604312898,False,0.1206774604312898,False,0.1206774604312898,0.03650355737391142,0.08417390305737837
XLU,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,32.26448860907856,10,2022-12-30,31.718652725219727,-0.01691754332362949,-0.01991754332362949,False,-0.01991754332362949,True,-0.03793622480805259,-0.02565007218693971,0.005732528863310219
XLU,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,32.26448860907856,20,2023-01-17,32.047080993652344,-0.006738294167943026,-0.009738294167943026,False,-0.009738294167943026,True,-0.03793622480805259,0.013432685602019712,-0.023170979769962737
XLU,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,32.26448860907856,30,2023-01-31,31.084272384643555,-0.03657941828041,-0.039579418280410006,False,-0.039579418280410006,True,-0.03793622480805259,0.035624248109523915,-0.07520366638993392
VNQ,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,74.15890837424948,10,2022-12-30,71.7035903930664,-0.03310887437544374,-0.036108874375443745,False,-0.036108874375443745,True,-0.04387193864526584,-0.02565007218693971,-0.010458802188504035
VNQ,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,74.15890837424948,20,2023-01-17,76.87618255615234,0.03664123760007221,0.033641237600072205,False,0.033641237600072205,True,-0.04387193864526584,0.013432685602019712,0.020208551998052493
VNQ,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,74.15890837424948,30,2023-01-31,79.1625747680664,0.06747222287261145,0.06447222287261145,False,0.06447222287261145,True,-0.04387193864526584,0.035624248109523915,0.028847974763087536
KRE,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,51.81732080845935,10,2022-12-30,53.056549072265625,0.023915328783343126,0.020915328783343127,False,0.020915328783343127,False,0.020915328783343127,-0.02565007218693971,0.04656540097028283
KRE,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,51.81732080845935,20,2023-01-17,54.41141891479492,0.05006237423823112,0.04706237423823112,False,0.04706237423823112,False,0.04706237423823112,0.013432685602019712,0.03362968863621141
KRE,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,51.81732080845935,30,2023-01-31,56.10951232910156,0.0828331425414317,0.0798331425414317,False,0.0798331425414317,False,0.0798331425414317,0.035624248109523915,0.044208894431907786
XHB,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,59.76780609686237,10,2022-12-30,58.67363739013672,-0.01830699130820357,-0.021306991308203568,False,-0.021306991308203568,False,-0.021306991308203568,-0.02565007218693971,0.004343080878736142
XHB,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,59.76780609686237,20,2023-01-17,64.2375259399414,0.07478474006282254,0.07178474006282254,False,0.07178474006282254,False,0.07178474006282254,0.013432685602019712,0.05835205446080283
XHB,2022-12-14,s14_rate_sensitivity,hike,2022-12-15,59.76780609686237,30,2023-01-31,67.554443359375,0.13028146373472804,0.12728146373472804,False,0.12728146373472804,False,0.12728146373472804,0.035624248109523915,0.09165721562520412
XLU,2023-02-01,s14_rate_sensitivity,hike,2023-02-02,31.156253437407397,10,2023-02-16,30.481393814086914,-0.021660487024740327,-0.024660487024740326,False,-0.024660487024740326,True,-0.036415669910993986,-0.0158608174144661,-0.008799669610274227
XLU,2023-02-01,s14_rate_sensitivity,hike,2023-02-02,31.156253437407397,20,2023-03-03,29.806528091430664,-0.0433211698155016,-0.046321169815501606,False,-0.046321169815501606,True,-0.036415669910993986,-0.02571950047862015,-0.020601669336881456
XLU,2023-02-01,s14_rate_sensitivity,hike,2023-02-02,31.156253437407397,30,2023-03-17,30.130460739135742,-0.032924135128521215,-0.03592413512852122,False,-0.03592413512852122,True,-0.036415669910993986,-0.05636036560493174,0.020436230476410522
VNQ,2023-02-01,s14_rate_sensitivity,hike,2023-02-02,80.37096764232325,10,2023-02-16,77.8237533569336,-0.03169321410593917,-0.034693214105939174,False,-0.034693214105939174,True,-0.04155763314991623,-0.0158608174144661,-0.018832396691473074
VNQ,2023-02-01,s14_rate_sensitivity,hike,2023-02-02,80.37096764232325,20,2023-03-03,75.57217407226562,-0.059708047704661316,-0.06270804770466132,False,-0.06270804770466132,True,-0.04155763314991623,-0.02571950047862015,-0.03698854722604117
VNQ,2023-02-01,s14_rate_sensitivity,hike,2023-02-02,80.37096764232325,30,2023-03-17,70.02576446533203,-0.1287181613021099,-0.1317181613021099,True,-0.10299999999999987,True,-0.04155763314991623,-0.05636036560493174,-0.07535779569717815
KRE,2023-02-01,s14_rate_sensitivity,hike,2023-02-02,57.455350799835585,10,2023-02-16,56.79598617553711,-0.011476122156064972,-0.014476122156064971,False,-0.014476122156064971,False,-0.014476122156064971,-0.0158608174144661,0.0013846952584011286
