ticker,event_date,setup_type,adsh,company_name,entry_date,entry_price,horizon,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy,error
ADVB,2025-12-30,s05_spinoff,0001213900-25-126584,Advanced Biomed Inc.  (ADVB)  (CIK 0001941029),2025-12-31,6.880000114440918,30.0,2026-02-13,4.800000190734863,-0.30232556527727317,-0.30532556527727317,True,-0.10299999999999998,True,-0.28507789984176635,-0.00784419307844475,-0.2974813721988284,
ADVB,2025-12-30,s05_spinoff,0001213900-25-126584,Advanced Biomed Inc.  (ADVB)  (CIK 0001941029),2025-12-31,6.880000114440918,60.0,2026-03-30,4.5,-0.3459302434378406,-0.3489302434378406,True,-0.10299999999999998,True,-0.28507789984176635,-0.07777764067282389,-0.27115260276501674,
ADVB,2025-12-30,s05_spinoff,0001213900-25-126584,Advanced Biomed Inc.  (ADVB)  (CIK 0001941029),2025-12-31,6.880000114440918,90.0,2026-05-12,5.230000019073486,-0.23982559126767022,-0.24282559126767023,True,-0.10299999999999998,True,-0.28507789984176635,0.07721267643702245,-0.3200382677046927,
GEHC,2023-01-04,s05_spinoff,0001193125-23-001161,GE HealthCare Technologies Inc.  (GEHC)  (CIK 0001932393),2023-01-05,60.31483732906399,30.0,2023-02-17,72.77765655517578,0.20662940957823506,0.20362940957823505,False,0.20362940957823505,False,0.20362940957823505,0.06690780098147742,0.13672160859675764,
GEHC,2023-01-04,s05_spinoff,0001193125-23-001161,GE HealthCare Technologies Inc.  (GEHC)  (CIK 0001932393),2023-01-05,60.31483732906399,60.0,2023-04-03,81.371337890625,0.34910979609679704,0.34610979609679704,False,0.34610979609679704,False,0.34610979609679704,0.08068322465530309,0.26542657144149395,
GEHC,2023-01-04,s05_spinoff,0001193125-23-001161,GE HealthCare Technologies Inc.  (GEHC)  (CIK 0001932393),2023-01-05,60.31483732906399,90.0,2023-05-16,77.36294555664062,0.2826519805494301,0.2796519805494301,False,0.2796519805494301,False,0.2796519805494301,0.07884261079750376,0.20080936975192631,
BWA,2023-07-07,s05_spinoff,0001104659-23-079180,BORGWARNER INC  (BWA)  (CIK 0000908255),2023-07-10,43.10044755387206,30.0,2023-08-21,38.3317985534668,-0.11064035923164928,-0.11364035923164928,True,-0.10299999999999998,True,-0.05107789900612636,0.0026471919623844986,-0.11628755119403378,
BWA,2023-07-07,s05_spinoff,0001104659-23-079180,BORGWARNER INC  (BWA)  (CIK 0000908255),2023-07-10,43.10044755387206,60.0,2023-10-03,37.4716796875,-0.13059650620417707,-0.13359650620417707,True,-0.10299999999999998,True,-0.05107789900612636,-0.0344672698751306,-0.09912923632904647,
BWA,2023-07-07,s05_spinoff,0001104659-23-079180,BORGWARNER INC  (BWA)  (CIK 0000908255),2023-07-10,43.10044755387206,90.0,2023-11-14,32.31414794921875,-0.25025957308613356,-0.25325957308613356,True,-0.10299999999999998,True,-0.05107789900612636,0.027689143025509955,-0.2809487161116435,
FLEX,2026-05-05,s05_spinoff,0000866374-26-000009,FLEX LTD.  (FLEX)  (CIK 0000866374),2026-05-06,119.8499984741211,30.0,2026-06-18,147.61000061035156,0.231622882683846,0.228622882683846,False,0.228622882683846,False,0.228622882683846,0.028158394440729095,0.2004644882431169,
FLEX,2026-05-05,s05_spinoff,0000866374-26-000009,FLEX LTD.  (FLEX)  (CIK 0000866374),2026-05-06,119.8499984741211,60.0,,,,,,,,,,,exit_out_of_range
FLEX,2026-05-05,s05_spinoff,0000866374-26-000009,FLEX LTD.  (FLEX)  (CIK 0000866374),2026-05-06,119.8499984741211,90.0,,,,,,,,,,,exit_out_of_range
GEV,2024-04-02,s05_spinoff,0001193125-24-084048,GE Vernova Inc.  (GEV)  (CIK 0001996810),2024-04-03,141.7012047102501,30.0,2024-05-15,167.16358947753906,0.17969067249184167,0.17669067249184167,True,-0.10299999999999998,False,0.17669067249184167,0.02329473150105965,0.15339594099078202,
GEV,2024-04-02,s05_spinoff,0001193125-24-084048,GE Vernova Inc.  (GEV)  (CIK 0001996810),2024-04-03,141.7012047102501,60.0,2024-06-28,170.78826904296875,0.20527040960728415,0.20227040960728415,True,-0.10299999999999998,False,0.20227040960728415,0.054577198526388315,0.14769321108089584,
GEV,2024-04-02,s05_spinoff,0001193125-24-084048,GE Vernova Inc.  (GEV)  (CIK 0001996810),2024-04-03,141.7012047102501,90.0,2024-08-12,175.69752502441406,0.2399155348303459,0.2369155348303459,True,-0.10299999999999998,False,0.2369155348303459,0.033358881976256693,0.2035566528540892,
STHO,2023-03-22,s05_spinoff,0001104659-23-035614,Star Holdings  (STHO)  (CIK 0001953366),2023-03-29,20.0,30.0,2023-05-11,16.709999084472656,-0.16450004577636723,-0.16750004577636723,True,-0.10299999999999998,True,-0.008714280264718096,0.030505405263552277,-0.1980054510399195,
STHO,2023-03-22,s05_spinoff,0001104659-23-035614,Star Holdings  (STHO)  (CIK 0001953366),2023-03-29,20.0,60.0,2023-06-26,13.84000015258789,-0.3079999923706055,-0.3109999923706055,True,-0.10299999999999998,True,-0.008714280264718096,0.08279587653416409,-0.3937958689047696,
STHO,2023-03-22,s05_spinoff,0001104659-23-035614,Star Holdings  (STHO)  (CIK 0001953366),2023-03-29,20.0,90.0,2023-08-08,13.729999542236328,-0.31350002288818357,-0.3165000228881836,True,-0.10299999999999998,True,-0.008714280264718096,0.12623928505111093,-0.4427393079392945,
ADVB,2026-01-27,s05_spinoff,0001213900-26-008254,Advanced Biomed Inc.  (ADVB)  (CIK 0001941029),2026-01-28,6.019999980926514,30.0,2026-03-12,5.360000133514404,-0.10963452649555183,-0.11263452649555183,True,-0.10299999999999998,True,-0.2495277039663738,-0.04445876458899123,-0.0681757619065606,
ADVB,2026-01-27,s05_spinoff,0001213900-26-008254,Advanced Biomed Inc.  (ADVB)  (CIK 0001941029),2026-01-28,6.019999980926514,60.0,2026-04-24,5.730000019073486,-0.048172751291004956,-0.05117275129100496,True,-0.10299999999999998,True,-0.2495277039663738,0.02702795633625077,-0.07820070762725573,
ADVB,2026-01-27,s05_spinoff,0001213900-26-008254,Advanced Biomed Inc.  (ADVB)  (CIK 0001941029),2026-01-28,6.019999980926514,90.0,2026-06-08,3.940000057220459,-0.34551493858741344,-0.34851493858741345,True,-0.10299999999999998,True,-0.2495277039663738,0.06339402281370887,-0.4119089614011223,
DELL,2021-11-05,s05_spinoff,0001571996-21-000057,Dell Technologies Inc.  (DELL)  (CIK 0001571996),2021-11-08,51.29177735991301,30.0,2021-12-21,50.45465087890625,-0.016320870987422964,-0.019320870987422963,False,-0.019320870987422963,True,-0.053207910817237636,-0.010673134815605612,-0.008647736171817352,
DELL,2021-11-05,s05_spinoff,0001571996-21-000057,Dell Technologies Inc.  (DELL)  (CIK 0001571996),2021-11-08,51.29177735991301,60.0,2022-02-03,53.866825103759766,0.05020390940594077,0.04720390940594077,False,0.04720390940594077,True,-0.053207910817237636,-0.04583987529147837,0.09304378469741914,
DELL,2021-11-05,s05_spinoff,0001571996-21-000057,Dell Technologies Inc.  (DELL)  (CIK 0001571996),2021-11-08,51.29177735991301,90.0,2022-03-18,47.160770416259766,-0.08053936042547494,-0.08353936042547494,True,-0.10299999999999998,True,-0.053207910817237636,-0.047333246504979054,-0.036206113920495886,
FDXF,2026-05-13,s05_spinoff,0001104659-26-060223,"FedEx Freight Holding Company, Inc.  (FDXF)  (CIK 0002082247)",2026-05-28,158.10000610351562,30.0,,,,,,,,,,,exit_out_of_range
FDXF,2026-05-13,s05_spinoff,0001104659-26-060223,"FedEx Freight Holding Company, Inc.  (FDXF)  (CIK 0002082247)",2026-05-28,158.10000610351562,60.0,,,,,,,,,,,exit_out_of_range
FDXF,2026-05-13,s05_spinoff,0001104659-26-060223,"FedEx Freight Holding Company, Inc.  (FDXF)  (CIK 0002082247)",2026-05-28,158.10000610351562,90.0,,,,,,,,,,,exit_out_of_range
XPO,2022-03-08,s05_spinoff,0001104659-22-031504,"XPO Logistics, Inc.  (XPO)  (CIK 0001166003)",2022-03-09,42.18657302856445,30.0,2022-04-21,33.18478775024414,-0.21338033957451863,-0.21638033957451863,True,-0.10299999999999998,True,-0.11453804496079567,0.03359113888833387,-0.2499714784628525,
XPO,2022-03-08,s05_spinoff,0001104659-22-031504,"XPO Logistics, Inc.  (XPO)  (CIK 0001166003)",2022-03-09,42.18657302856445,60.0,2022-06-03,32.834224700927734,-0.22169016481391512,-0.22469016481391513,True,-0.10299999999999998,True,-0.11453804496079567,-0.031341831473948645,-0.19334833333996648,
XPO,2022-03-08,s05_spinoff,0001104659-22-031504,"XPO Logistics, Inc.  (XPO)  (CIK 0001166003)",2022-03-09,42.18657302856445,90.0,2022-07-19,30.784313201904297,-0.27028172729128075,-0.27328172729128075,True,-0.10299999999999998,True,-0.11453804496079567,-0.07045120249815684,-0.2028305247931239,
FDX,2026-05-13,s05_spinoff,0001104659-26-060233,FEDEX CORP  (FDX)  (CIK 0001048911),2026-05-14,297.83437499385707,30.0,,,,,,,,,,,exit_out_of_range
FDX,2026-05-13,s05_spinoff,0001104659-26-060233,FEDEX CORP  (FDX)  (CIK 0001048911),2026-05-14,297.83437499385707,60.0,,,,,,,,,,,exit_out_of_range
FDX,2026-05-13,s05_spinoff,0001104659-26-060233,FEDEX CORP  (FDX)  (CIK 0001048911),2026-05-14,297.83437499385707,90.0,,,,,,,,,,,exit_out_of_range
