ticker,event_date,setup_type,region,entry_date,entry_price,horizon,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy,error
STJ.L,2026-06-30,s_quant_gate_placebo_sma50_only,EU,2026-07-01,1214.4358148524288,30,2026-08-12,1183.0,-0.025885118396519524,-0.028885118396519523,True,-0.10300000000000009,True,-0.057813263875405974,0.036899315750838824,-0.06578443414735835,
STJ.L,2026-06-30,s_quant_gate_placebo_sma50_only,EU,2026-07-01,1214.4358148524288,60,,,,,,,,,,,exit_out_of_range
STJ.L,2026-06-30,s_quant_gate_placebo_sma50_only,EU,2026-07-01,1214.4358148524288,90,,,,,,,,,,,exit_out_of_range
CTAS,2021-10-06,s_quant_gate_placebo_sma50_only,US,2021-10-07,95.36161143065432,30,2021-11-18,106.15571594238281,0.11319129731336197,0.11019129731336197,False,0.11019129731336197,False,0.11019129731336197,0.0714886216326629,0.03870267568069907,
CTAS,2021-10-06,s_quant_gate_placebo_sma50_only,US,2021-10-07,95.36161143065432,60,2022-01-03,101.67478942871094,0.06620250961937102,0.06320250961937102,False,0.06320250961937102,False,0.06320250961937102,0.09352002272933224,-0.030317513109961225,
CTAS,2021-10-06,s_quant_gate_placebo_sma50_only,US,2021-10-07,95.36161143065432,90,2022-02-15,90.79456329345703,-0.04789189348502554,-0.05089189348502554,False,-0.05089189348502554,True,-0.04233961445031442,0.02116194458717935,-0.07205383807220489,
AME,2018-03-26,s_quant_gate_placebo_sma50_only,US,2018-03-27,72.74703448752996,30,2018-05-09,70.77885437011719,-0.027055125082111053,-0.030055125082111053,True,-0.10299999999999987,True,-0.0436312085082835,0.012510948681000444,-0.0425660737631115,
AME,2018-03-26,s_quant_gate_placebo_sma50_only,US,2018-03-27,72.74703448752996,60,2018-06-21,68.72075653076172,-0.05534628298090161,-0.05834628298090161,True,-0.10299999999999987,True,-0.0436312085082835,0.03494525771541457,-0.09329154069631618,
AME,2018-03-26,s_quant_gate_placebo_sma50_only,US,2018-03-27,72.74703448752996,90,2018-08-03,72.58859252929688,-0.0021779851144343443,-0.005177985114434344,True,-0.10299999999999987,True,-0.0436312085082835,0.07026898729185338,-0.07544697240628773,
MET,2014-04-22,s_quant_gate_placebo_sma50_only,US,2014-04-23,30.64271738685022,30,2014-06-05,32.41920471191406,0.057974209748975936,0.05497420974897593,False,0.05497420974897593,True,-0.04367486348345928,0.0352992941762551,0.01967491557272083,
MET,2014-04-22,s_quant_gate_placebo_sma50_only,US,2014-04-23,30.64271738685022,60,2014-07-18,33.24696731567383,0.08498756477587,0.08198756477586999,False,0.08198756477586999,True,-0.04367486348345928,0.05770048111052217,0.02428708366534782,
MET,2014-04-22,s_quant_gate_placebo_sma50_only,US,2014-04-23,30.64271738685022,90,2014-08-29,32.82018280029297,0.07105980145145918,0.06805980145145918,False,0.06805980145145918,True,-0.04367486348345928,0.07374986301444442,-0.005690061562985238,
KMB,2019-02-06,s_quant_gate_placebo_sma50_only,US,2019-02-07,86.92386415454372,30,2019-03-22,94.02665710449219,0.08171280716789431,0.0787128071678943,False,0.0787128071678943,False,0.0787128071678943,0.03521104959426413,0.04350175757363017,
KMB,2019-02-06,s_quant_gate_placebo_sma50_only,US,2019-02-07,86.92386415454372,60,2019-05-06,98.5334701538086,0.13356062931836443,0.13056062931836443,False,0.13056062931836443,False,0.13056062931836443,0.08551667872142477,0.045043950596939664,
KMB,2019-02-06,s_quant_gate_placebo_sma50_only,US,2019-02-07,86.92386415454372,90,2019-06-18,105.65042114257812,0.21543631510375638,0.21243631510375638,False,0.21243631510375638,False,0.21243631510375638,0.0839594319954029,0.12847688310835348,
INTU,2025-12-04,s_quant_gate_placebo_sma50_only,US,2025-12-05,658.2989808093535,30,2026-01-21,520.9949340820312,-0.20857399256263787,-0.21157399256263787,True,-0.10299999999999998,True,-0.05532498297799715,0.002852583046855317,-0.2144265756094932,
INTU,2025-12-04,s_quant_gate_placebo_sma50_only,US,2025-12-05,658.2989808093535,60,2026-03-05,463.2996520996094,-0.2962169688763605,-0.2992169688763605,True,-0.10299999999999998,True,-0.05532498297799715,-0.003131817691477967,-0.29608515118488254,
INTU,2025-12-04,s_quant_gate_placebo_sma50_only,US,2025-12-05,658.2989808093535,90,2026-04-17,391.5157165527344,-0.40526154837520667,-0.4082615483752067,True,-0.10299999999999998,True,-0.05532498297799715,0.04188895376607471,-0.4501505021412814,
ECHO,2024-03-11,s_quant_gate_placebo_sma50_only,US,2024-03-12,15.029999732971191,30,2024-04-24,15.880000114440918,0.056553585932878514,0.05355358593287851,True,-0.10299999999999998,True,-0.11938780965834916,-0.01260052360968622,0.06615410954256473,
ECHO,2024-03-11,s_quant_gate_placebo_sma50_only,US,2024-03-12,15.029999732971191,60,2024-06-06,19.299999237060547,0.2840984417798951,0.28109844177989507,True,-0.10299999999999998,True,-0.11938780965834916,0.04454393831695902,0.23655450346293605,
ECHO,2024-03-11,s_quant_gate_placebo_sma50_only,US,2024-03-12,15.029999732971191,90,2024-07-22,19.440000534057617,0.29341323216475135,0.29041323216475134,True,-0.10299999999999998,True,-0.11938780965834916,0.08709353594404035,0.203319696220711,
CPAY,2023-08-03,s_quant_gate_placebo_sma50_only,US,2023-08-04,246.97000122070312,30,2023-09-18,275.0899963378906,0.11385996266023524,0.11085996266023523,False,0.11085996266023523,False,0.11085996266023523,-0.012258709175806404,0.12311867183604164,
CPAY,2023-08-03,s_quant_gate_placebo_sma50_only,US,2023-08-04,246.97000122070312,60,2023-10-30,222.55999755859375,-0.09883792987592666,-0.10183792987592666,True,-0.10299999999999998,True,-0.041564958919894424,-0.07468970418947862,-0.027148225686448035,
CPAY,2023-08-03,s_quant_gate_placebo_sma50_only,US,2023-08-04,246.97000122070312,90,2023-12-12,258.2200012207031,0.045552091121976,0.042552091121976,True,-0.10299999999999998,True,-0.041564958919894424,0.033317736756080185,0.009234354365895814,
HEI.DE,2025-10-24,s_quant_gate_placebo_sma50_only,EU,2025-10-27,196.27557699757813,30,2025-12-08,217.45217895507812,0.10789219056918786,0.10489219056918786,False,0.10489219056918786,False,0.10489219056918786,0.0013182960172595237,0.10357389455192834,
HEI.DE,2025-10-24,s_quant_gate_placebo_sma50_only,EU,2025-10-27,196.27557699757813,60,2026-01-26,233.6287384033203,0.19030977759501422,0.18730977759501422,False,0.18730977759501422,False,0.18730977759501422,0.017645233678906802,0.1696645439161074,
