ticker,event_date,setup_type,consolidation_days,entry_date,entry_price,horizon,error,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy
BNY,2026-03-31,s02_consolidation,34,2026-04-01,119.85424549394679,90,exit_out_of_range,,,,,,,,,,
AMZN,2026-03-26,s02_consolidation,20,2026-03-27,206.4600067138672,30,,2026-05-11,268.989990234375,0.30286729384431377,0.29986729384431376,False,0.29986729384431376,False,0.29986729384431376,0.15066150471862905,0.14920578912568472
AMZN,2026-03-26,s02_consolidation,20,2026-03-27,206.4600067138672,60,,2026-06-24,234.27000427246094,0.13469919913901585,0.13169919913901584,False,0.13169919913901584,False,0.13169919913901584,0.1441696815986271,-0.012470482459611243
AMZN,2026-03-26,s02_consolidation,20,2026-03-27,206.4600067138672,90,exit_out_of_range,,,,,,,,,,
BKNG,2026-03-26,s02_consolidation,15,2026-03-27,167.53882341531005,30,,2026-05-11,157.404296875,-0.06049061545088974,-0.06349061545088974,False,-0.06349061545088974,False,-0.06349061545088974,0.15066150471862905,-0.2141521201695188
BKNG,2026-03-26,s02_consolidation,15,2026-03-27,167.53882341531005,60,,2026-06-24,181.25,0.08183880192772675,0.07883880192772674,True,-0.10300000000000009,True,-0.07634816459605909,0.1441696815986271,-0.06533087967090034
BKNG,2026-03-26,s02_consolidation,15,2026-03-27,167.53882341531005,90,exit_out_of_range,,,,,,,,,,
BIIB,2026-03-25,s02_consolidation,18,2026-03-26,189.0,30,,2026-05-08,193.4499969482422,0.023544957398106803,0.020544957398106804,True,-0.10299999999999998,True,-0.05408465832302356,0.1312149731920318,-0.11067001579392499
BIIB,2026-03-25,s02_consolidation,18,2026-03-26,189.0,60,,2026-06-23,197.19000244140625,0.04333334625082674,0.04033334625082674,True,-0.10299999999999998,True,-0.05408465832302356,0.12791755065994903,-0.08758420440912229
BIIB,2026-03-25,s02_consolidation,18,2026-03-26,189.0,90,exit_out_of_range,,,,,,,,,,
AMD,2026-03-24,s02_consolidation,15,2026-03-25,211.50999450683594,30,,2026-05-07,408.4599914550781,0.9311616569583752,0.9281616569583752,False,0.9281616569583752,False,0.9281616569583752,0.11069286052480432,0.8174687964335708
AMD,2026-03-24,s02_consolidation,15,2026-03-25,211.50999450683594,60,,2026-06-22,551.6300048828125,1.6080564474932366,1.6050564474932367,False,1.6050564474932367,False,1.6050564474932367,0.1330526553003606,1.4720037921928761
AMD,2026-03-24,s02_consolidation,15,2026-03-25,211.50999450683594,90,exit_out_of_range,,,,,,,,,,
AVB,2026-03-10,s02_consolidation,22,2026-03-11,171.91482072311103,30,,2026-04-23,173.35000610351562,0.008348235331706144,0.005348235331706144,False,0.005348235331706144,True,-0.04963805430947965,0.04841461429818561,-0.04306637896647947
