ticker,event_date,setup_type,settlement_date,days_to_cover,drawdown_pct
ORIC,2023-03-08,s09_short_squeeze_candidate,2023-02-28,27.72,-0.3437
ORIC,2024-05-08,s09_short_squeeze_candidate,2024-04-30,22.25,-0.4492
ORIC,2025-03-22,s09_short_squeeze_candidate,2025-03-14,28.07,-0.3788
ORLA,2022-07-23,s09_short_squeeze_candidate,2022-07-15,26.24,-0.5161
OST,2025-10-08,s09_short_squeeze_candidate,2025-09-30,999.99,-0.5916
OTLK,2022-07-08,s09_short_squeeze_candidate,2022-06-30,22.63,-0.4925
OTLY,2024-09-07,s09_short_squeeze_candidate,2024-08-30,25.1,-0.2538
OWLT,2022-11-08,s09_short_squeeze_candidate,2022-10-31,24.75,-0.6008
OWLT,2024-05-08,s09_short_squeeze_candidate,2024-04-30,22.35,-0.2869
OYSER,2026-03-07,s09_short_squeeze_candidate,2026-02-27,55.25,-0.2857
PAR,2021-08-07,s09_short_squeeze_candidate,2021-07-30,21.23,-0.258
PAR,2022-10-22,s09_short_squeeze_candidate,2022-10-14,25.23,-0.3834
PASG,2024-06-22,s09_short_squeeze_candidate,2024-06-14,24.13,-0.3354
PAVM,2023-03-23,s09_short_squeeze_candidate,2023-03-15,20.5,-0.3207
PAY,2022-07-23,s09_short_squeeze_candidate,2022-07-15,50.09,-0.2969
PC,2025-11-22,s09_short_squeeze_candidate,2025-11-14,999.99,-0.2593
PCT,2023-10-21,s09_short_squeeze_candidate,2023-10-13,21.45,-0.5895
PCT,2025-01-23,s09_short_squeeze_candidate,2025-01-15,20.14,-0.3294
PCTTU,2022-08-06,s09_short_squeeze_candidate,2022-07-29,31.1,-0.3231
PCTTU,2025-09-23,s09_short_squeeze_candidate,2025-09-15,22.56,-0.2537
PCTTU,2026-01-23,s09_short_squeeze_candidate,2026-01-15,44.82,-0.4534
PDSB,2025-02-08,s09_short_squeeze_candidate,2025-01-31,21.4,-0.5015
PEPG,2024-11-08,s09_short_squeeze_candidate,2024-10-31,22.11,-0.33
PERF,2023-04-08,s09_short_squeeze_candidate,2023-03-31,37.59,-0.2525
PETS,2025-09-06,s09_short_squeeze_candidate,2025-08-29,25.72,-0.2673
PGEN,2021-07-23,s09_short_squeeze_candidate,2021-07-15,25.63,-0.3102
PGEN,2024-09-07,s09_short_squeeze_candidate,2024-08-30,21.49,-0.4149
PHAT,2021-12-23,s09_short_squeeze_candidate,2021-12-15,28.35,-0.4318
PHAT,2022-05-07,s09_short_squeeze_candidate,2022-04-29,25.61,-0.3431
PHAT,2022-08-06,s09_short_squeeze_candidate,2022-07-29,34.06,-0.3705
PHAT,2024-05-08,s09_short_squeeze_candidate,2024-04-30,24.82,-0.2506
PHOE,2025-12-06,s09_short_squeeze_candidate,2025-11-28,28.56,-0.3593
PHVS,2021-07-08,s09_short_squeeze_candidate,2021-06-30,46.49,-0.3704
PIII,2022-02-23,s09_short_squeeze_candidate,2022-02-15,31.86,-0.5376
PIII,2022-07-23,s09_short_squeeze_candidate,2022-07-15,61.14,-0.4501
PIII,2022-10-22,s09_short_squeeze_candidate,2022-10-14,82.51,-0.2508
PIII,2023-04-22,s09_short_squeeze_candidate,2023-04-14,22.49,-0.2679
PLRX,2021-08-07,s09_short_squeeze_candidate,2021-07-30,21.02,-0.422
PLRX,2021-11-06,s09_short_squeeze_candidate,2021-10-29,40.31,-0.3125
PLRX,2022-02-23,s09_short_squeeze_candidate,2022-02-15,25.02,-0.2908
PLSE,2021-07-08,s09_short_squeeze_candidate,2021-06-30,21.57,-0.3063
PLSE,2022-01-08,s09_short_squeeze_candidate,2021-12-31,21.2,-0.393
PLSE,2022-08-06,s09_short_squeeze_candidate,2022-07-29,28.29,-0.4388
PLSE,2023-11-08,s09_short_squeeze_candidate,2023-10-31,24.85,-0.4606
PLSE,2024-05-08,s09_short_squeeze_candidate,2024-04-30,21.12,-0.3226
PLX,2022-03-08,s09_short_squeeze_candidate,2022-02-28,21.61,-0.25
PMVP,2022-11-08,s09_short_squeeze_candidate,2022-10-31,23.84,-0.2835
PMVP,2023-02-08,s09_short_squeeze_candidate,2023-01-31,22.34,-0.3284
PMVP,2023-05-23,s09_short_squeeze_candidate,2023-05-15,26.05,-0.2711
POLA,2022-05-21,s09_short_squeeze_candidate,2022-05-13,21.29,-0.5626
POLA,2022-11-23,s09_short_squeeze_candidate,2022-11-15,25.53,-0.3659
POLA,2023-02-23,s09_short_squeeze_candidate,2023-02-15,21.0,-0.2554
POLA,2023-11-23,s09_short_squeeze_candidate,2023-11-15,25.37,-0.4323
PPBT,2022-06-23,s09_short_squeeze_candidate,2022-06-15,21.18,-0.3831
PPBT,2022-10-22,s09_short_squeeze_candidate,2022-10-14,33.57,-0.2639
PPBT,2023-02-08,s09_short_squeeze_candidate,2023-01-31,24.73,-0.2673
PPBT,2023-09-23,s09_short_squeeze_candidate,2023-09-15,20.27,-0.2628
PRCH,2024-10-23,s09_short_squeeze_candidate,2024-10-15,22.66,-0.3128
PRLD,2021-07-23,s09_short_squeeze_candidate,2021-07-15,22.04,-0.3675
PRLD,2021-11-23,s09_short_squeeze_candidate,2021-11-15,23.57,-0.5899
PRLD,2022-03-23,s09_short_squeeze_candidate,2022-03-15,22.52,-0.4792
PRLD,2022-10-22,s09_short_squeeze_candidate,2022-10-14,34.46,-0.2551
PRLD,2023-01-21,s09_short_squeeze_candidate,2023-01-13,27.71,-0.2929
PRLD,2023-08-23,s09_short_squeeze_candidate,2023-08-15,30.47,-0.4016
PRME,2024-08-08,s09_short_squeeze_candidate,2024-07-31,23.09,-0.3014
PRME,2025-02-08,s09_short_squeeze_candidate,2025-01-31,23.82,-0.3622
PROF,2023-04-08,s09_short_squeeze_candidate,2023-03-31,20.23,-0.2999
PROF,2023-10-21,s09_short_squeeze_candidate,2023-10-13,24.81,-0.2824
PROK,2023-09-08,s09_short_squeeze_candidate,2023-08-31,24.28,-0.344
PROK,2023-12-23,s09_short_squeeze_candidate,2023-12-15,23.97,-0.7234
PROK,2024-03-23,s09_short_squeeze_candidate,2024-03-15,20.96,-0.3349
PROK,2024-07-23,s09_short_squeeze_candidate,2024-07-15,24.25,-0.431
PROK,2024-10-23,s09_short_squeeze_candidate,2024-10-15,21.0,-0.2967
PROK,2025-01-23,s09_short_squeeze_candidate,2025-01-15,20.38,-0.2651
PROK,2025-05-23,s09_short_squeeze_candidate,2025-05-15,25.52,-0.472
PRTA,2025-01-23,s09_short_squeeze_candidate,2025-01-15,20.2,-0.2768
PRTC,2021-07-23,s09_short_squeeze_candidate,2021-07-15,56.83,-0.2526
QIWI,2022-03-23,s09_short_squeeze_candidate,2022-03-15,999.99,-0.3193
QMMM,2025-10-23,s09_short_squeeze_candidate,2025-10-15,999.99,-0.4232
QNCX,2022-10-22,s09_short_squeeze_candidate,2022-10-14,22.1,-0.5485
QNCX,2024-04-23,s09_short_squeeze_candidate,2024-04-15,22.46,-0.2821
QNCX,2024-07-23,s09_short_squeeze_candidate,2024-07-15,29.02,-0.3243
QNCX,2025-02-08,s09_short_squeeze_candidate,2025-01-31,23.32,-0.2546
RAIL,2023-06-08,s09_short_squeeze_candidate,2023-05-31,22.74,-0.2586
RANI,2023-07-08,s09_short_squeeze_candidate,2023-06-30,20.18,-0.2616
RANI,2023-11-23,s09_short_squeeze_candidate,2023-11-15,25.56,-0.5146
RANI,2024-07-23,s09_short_squeeze_candidate,2024-07-15,23.52,-0.4917
RAPP,2025-05-23,s09_short_squeeze_candidate,2025-05-15,22.97,-0.3865
RCEL,2025-08-08,s09_short_squeeze_candidate,2025-07-31,22.4,-0.4403
RCKT,2021-10-08,s09_short_squeeze_candidate,2021-09-30,23.62,-0.3896
RCKT,2022-03-08,s09_short_squeeze_candidate,2022-02-28,20.26,-0.2985
RDACU,2026-03-07,s09_short_squeeze_candidate,2026-02-27,306.0,-0.3227
RDVT,2022-03-08,s09_short_squeeze_candidate,2022-02-28,25.09,-0.3663
RDVT,2022-07-23,s09_short_squeeze_candidate,2022-07-15,21.94,-0.2904
RDVT,2022-10-22,s09_short_squeeze_candidate,2022-10-14,30.81,-0.3389
RDVT,2023-04-22,s09_short_squeeze_candidate,2023-04-14,31.11,-0.3384
RDW,2023-11-08,s09_short_squeeze_candidate,2023-10-31,20.11,-0.3495
REFR,2022-06-08,s09_short_squeeze_candidate,2022-05-31,38.41,-0.2822
REFR,2023-04-08,s09_short_squeeze_candidate,2023-03-31,36.45,-0.2533
REFR,2023-10-21,s09_short_squeeze_candidate,2023-10-13,26.12,-0.3195
REKR,2024-09-21,s09_short_squeeze_candidate,2024-09-13,21.26,-0.402
RENT,2022-03-23,s09_short_squeeze_candidate,2022-03-15,24.19,-0.4733
RENT,2026-03-07,s09_short_squeeze_candidate,2026-02-27,22.98,-0.3642
RGC,2022-10-22,s09_short_squeeze_candidate,2022-10-14,56.96,-0.2646
RGS,2021-07-23,s09_short_squeeze_candidate,2021-07-15,34.32,-0.3971
RGS,2022-10-22,s09_short_squeeze_candidate,2022-10-14,25.53,-0.372
RILYZ,2025-06-07,s09_short_squeeze_candidate,2025-05-30,38.34,-0.5422
RLAY,2022-02-08,s09_short_squeeze_candidate,2022-01-31,20.15,-0.4024
RLAY,2022-06-08,s09_short_squeeze_candidate,2022-05-31,25.23,-0.5333
RLAY,2023-07-22,s09_short_squeeze_candidate,2023-07-14,20.98,-0.3288
RLMD,2024-05-23,s09_short_squeeze_candidate,2024-05-15,22.33,-0.4882
RLYB,2023-05-06,s09_short_squeeze_candidate,2023-04-28,39.27,-0.384
RLYB,2023-08-08,s09_short_squeeze_candidate,2023-07-31,20.27,-0.3273
RLYB,2023-11-08,s09_short_squeeze_candidate,2023-10-31,53.93,-0.3
RNAC,2024-08-23,s09_short_squeeze_candidate,2024-08-15,21.57,-0.605
RNAC,2025-05-23,s09_short_squeeze_candidate,2025-05-15,28.72,-0.4698
RSVR,2022-07-23,s09_short_squeeze_candidate,2022-07-15,22.71,-0.3394
RSVR,2022-10-22,s09_short_squeeze_candidate,2022-10-14,23.93,-0.3843
RUM,2024-10-08,s09_short_squeeze_candidate,2024-09-30,20.33,-0.2524
RVMD,2021-07-23,s09_short_squeeze_candidate,2021-07-15,31.42,-0.3171
RVMD,2022-02-23,s09_short_squeeze_candidate,2022-02-15,21.43,-0.2846
RVP,2022-02-23,s09_short_squeeze_candidate,2022-02-15,21.38,-0.4537
RVPH,2024-07-06,s09_short_squeeze_candidate,2024-06-28,32.43,-0.6623
RXRX,2021-08-07,s09_short_squeeze_candidate,2021-07-30,21.91,-0.2657
RXRX,2022-02-23,s09_short_squeeze_candidate,2022-02-15,21.33,-0.4257
RXRX,2023-02-08,s09_short_squeeze_candidate,2023-01-31,20.79,-0.3441
SAFE,2023-04-08,s09_short_squeeze_candidate,2023-03-31,34.28,-0.5003
SANA,2022-08-06,s09_short_squeeze_candidate,2022-07-29,20.7,-0.2611
SANA,2022-11-08,s09_short_squeeze_candidate,2022-10-31,27.78,-0.3216
SANA,2023-10-07,s09_short_squeeze_candidate,2023-09-29,20.9,-0.3788
SANA,2024-07-23,s09_short_squeeze_candidate,2024-07-15,21.04,-0.3908
SANA,2024-10-23,s09_short_squeeze_candidate,2024-10-15,30.3,-0.3531
SANA,2025-05-08,s09_short_squeeze_candidate,2025-04-30,21.06,-0.4556
SANG,2022-03-23,s09_short_squeeze_candidate,2022-03-15,26.33,-0.3473
SANG,2023-04-22,s09_short_squeeze_candidate,2023-04-14,53.04,-0.3945
SATL,2022-08-06,s09_short_squeeze_candidate,2022-07-29,24.95,-0.5344
SATL,2023-02-08,s09_short_squeeze_candidate,2023-01-31,21.18,-0.3302
SATS,2022-07-23,s09_short_squeeze_candidate,2022-07-15,30.66,-0.2564
SCOR,2023-10-21,s09_short_squeeze_candidate,2023-10-13,20.0,-0.3176
SCWO,2023-09-08,s09_short_squeeze_candidate,2023-08-31,22.7,-0.5614
SCWO,2023-12-08,s09_short_squeeze_candidate,2023-11-30,26.06,-0.3646
SCWO,2025-05-08,s09_short_squeeze_candidate,2025-04-30,22.33,-0.4107
SDM,2025-10-23,s09_short_squeeze_candidate,2025-10-15,999.99,-0.9288
SEATW,2022-07-23,s09_short_squeeze_candidate,2022-07-15,525.42,-0.3173
SENS,2022-04-22,s09_short_squeeze_candidate,2022-04-14,20.21,-0.5364
SENS,2022-07-23,s09_short_squeeze_candidate,2022-07-15,32.36,-0.3314
SENS,2022-10-22,s09_short_squeeze_candidate,2022-10-14,26.93,-0.4933
SENS,2023-10-21,s09_short_squeeze_candidate,2023-10-13,32.09,-0.4752
SENS,2024-01-20,s09_short_squeeze_candidate,2024-01-12,22.7,-0.2532
SENS,2024-06-08,s09_short_squeeze_candidate,2024-05-31,30.02,-0.312
SERA,2023-11-08,s09_short_squeeze_candidate,2023-10-31,22.78,-0.4271
SES,2023-01-21,s09_short_squeeze_candidate,2023-01-13,22.42,-0.4311
SGLY,2022-07-23,s09_short_squeeze_candidate,2022-07-15,23.73,-0.5095
SGML,2024-07-23,s09_short_squeeze_candidate,2024-07-15,20.09,-0.3303
SGML,2025-02-08,s09_short_squeeze_candidate,2025-01-31,22.24,-0.2662
SIEB,2022-08-06,s09_short_squeeze_candidate,2022-07-29,29.84,-0.2571
SIEB,2026-05-08,s09_short_squeeze_candidate,2026-04-30,20.86,-0.4108
SION,2025-05-08,s09_short_squeeze_candidate,2025-04-30,23.14,-0.5188
SKE,2023-06-23,s09_short_squeeze_candidate,2023-06-15,25.78,-0.3123
SKE,2024-02-23,s09_short_squeeze_candidate,2024-02-15,20.98,-0.265
SKIL,2023-05-23,s09_short_squeeze_candidate,2023-05-15,20.83,-0.3024
SKIN,2025-12-06,s09_short_squeeze_candidate,2025-11-28,27.77,-0.4373
SKIN,2026-03-07,s09_short_squeeze_candidate,2026-02-27,21.63,-0.3459
SKLZ,2025-12-06,s09_short_squeeze_candidate,2025-11-28,21.56,-0.3582
SKLZ,2026-03-07,s09_short_squeeze_candidate,2026-02-27,35.08,-0.4295
SKYH,2022-09-23,s09_short_squeeze_candidate,2022-09-15,23.12,-0.2775
SKYH,2022-12-23,s09_short_squeeze_candidate,2022-12-15,26.77,-0.3198
SKYH,2023-05-06,s09_short_squeeze_candidate,2023-04-28,28.95,-0.2809
SKYQ,2025-09-06,s09_short_squeeze_candidate,2025-08-29,32.73,-0.4511
SKYX,2023-10-21,s09_short_squeeze_candidate,2023-10-13,20.27,-0.4643
SKYX,2024-05-23,s09_short_squeeze_candidate,2024-05-15,26.68,-0.3032
SKYX,2024-09-21,s09_short_squeeze_candidate,2024-09-13,21.37,-0.2598
SLDB,2021-09-23,s09_short_squeeze_candidate,2021-09-15,22.75,-0.3522
SLSN,2025-09-06,s09_short_squeeze_candidate,2025-08-29,20.09,-0.2975
SLSN,2025-12-06,s09_short_squeeze_candidate,2025-11-28,23.55,-0.4748
SLSN,2026-03-07,s09_short_squeeze_candidate,2026-02-27,43.39,-0.4208
SLSR,2024-08-23,s09_short_squeeze_candidate,2024-08-15,25.84,-0.4118
SMMT,2022-08-06,s09_short_squeeze_candidate,2022-07-29,20.04,-0.3082
SND,2021-09-23,s09_short_squeeze_candidate,2021-09-15,25.65,-0.3237
SND,2021-12-23,s09_short_squeeze_candidate,2021-12-15,24.64,-0.3208
SNTG,2022-10-22,s09_short_squeeze_candidate,2022-10-14,21.02,-0.542
SOS,2026-05-23,s09_short_squeeze_candidate,2026-05-15,29.49,-0.3082
SPRO,2022-03-08,s09_short_squeeze_candidate,2022-02-28,22.98,-0.4004
SPRU,2024-06-08,s09_short_squeeze_candidate,2024-05-31,20.8,-0.2806
SPRU,2025-06-21,s09_short_squeeze_candidate,2025-06-13,31.82,-0.284
SPRU,2026-03-07,s09_short_squeeze_candidate,2026-02-27,21.73,-0.3762
SPRY,2026-03-07,s09_short_squeeze_candidate,2026-02-27,32.31,-0.2894
SRAD,2022-07-23,s09_short_squeeze_candidate,2022-07-15,27.73,-0.4274
SRFM,2023-11-08,s09_short_squeeze_candidate,2023-10-31,20.31,-0.5041
SRG,2024-07-23,s09_short_squeeze_candidate,2024-07-15,20.52,-0.4335
SRG,2025-05-08,s09_short_squeeze_candidate,2025-04-30,23.04,-0.2506
SRL,2026-06-06,s09_short_squeeze_candidate,2026-05-29,999.99,-0.3264
SRRK,2021-12-23,s09_short_squeeze_candidate,2021-12-15,22.91,-0.3622
SRRK,2023-04-22,s09_short_squeeze_candidate,2023-04-14,20.46,-0.3703
SRRK,2024-02-08,s09_short_squeeze_candidate,2024-01-31,20.17,-0.3135
SRRK,2024-07-23,s09_short_squeeze_candidate,2024-07-15,24.33,-0.4
SRZN,2021-11-06,s09_short_squeeze_candidate,2021-10-29,22.64,-0.4181
SRZN,2022-06-08,s09_short_squeeze_candidate,2022-05-31,23.9,-0.3168
SRZN,2022-09-08,s09_short_squeeze_candidate,2022-08-31,48.91,-0.272
SRZN,2025-03-22,s09_short_squeeze_candidate,2025-03-14,26.85,-0.319
SSKN,2022-10-22,s09_short_squeeze_candidate,2022-10-14,33.89,-0.2712
SSKN,2023-10-21,s09_short_squeeze_candidate,2023-10-13,31.26,-0.42
SST,2023-04-22,s09_short_squeeze_candidate,2023-04-14,21.05,-0.2541
SST,2024-10-23,s09_short_squeeze_candidate,2024-10-15,20.97,-0.2617
SST,2026-02-07,s09_short_squeeze_candidate,2026-01-30,23.23,-0.312
STKS,2023-12-08,s09_short_squeeze_candidate,2023-11-30,25.24,-0.3092
STKS,2024-11-08,s09_short_squeeze_candidate,2024-10-31,32.64,-0.2581
STKS,2025-11-08,s09_short_squeeze_candidate,2025-10-31,23.0,-0.2724
STOK,2023-09-08,s09_short_squeeze_candidate,2023-08-31,23.98,-0.5933
STOK,2023-12-08,s09_short_squeeze_candidate,2023-11-30,21.57,-0.3159
STRR,2023-01-21,s09_short_squeeze_candidate,2023-01-13,33.81,-0.3169
STRS,2023-01-21,s09_short_squeeze_candidate,2023-01-13,23.81,-0.2703
STTK,2023-08-08,s09_short_squeeze_candidate,2023-07-31,22.42,-0.3033
STTK,2024-08-23,s09_short_squeeze_candidate,2024-08-15,20.47,-0.5843
STTK,2025-05-23,s09_short_squeeze_candidate,2025-05-15,21.56,-0.4817
SURG,2022-10-08,s09_short_squeeze_candidate,2022-09-30,23.24,-0.3477
SURG,2023-04-22,s09_short_squeeze_candidate,2023-04-14,20.19,-0.2866
SURG,2023-09-23,s09_short_squeeze_candidate,2023-09-15,20.71,-0.3922
SVCCW,2026-04-23,s09_short_squeeze_candidate,2026-04-15,999.99,-0.2663
SYM,2025-05-08,s09_short_squeeze_candidate,2025-04-30,23.25,-0.3021
SYPR,2024-05-23,s09_short_squeeze_candidate,2024-05-15,29.35,-0.2953
SYPR,2025-04-08,s09_short_squeeze_candidate,2025-03-31,50.1,-0.4721
SYRE,2024-08-23,s09_short_squeeze_candidate,2024-08-15,20.78,-0.3009
SYRE,2025-05-08,s09_short_squeeze_candidate,2025-04-30,21.38,-0.3617
TARA,2024-10-23,s09_short_squeeze_candidate,2024-10-15,22.3,-0.251
TARS,2021-10-08,s09_short_squeeze_candidate,2021-09-30,23.77,-0.2625
TCRT,2022-03-08,s09_short_squeeze_candidate,2022-02-28,21.43,-0.2878
TCRT,2022-06-08,s09_short_squeeze_candidate,2022-05-31,20.1,-0.4526
TCRT,2022-11-08,s09_short_squeeze_candidate,2022-10-31,26.02,-0.6883
TCRT,2023-02-08,s09_short_squeeze_candidate,2023-01-31,38.22,-0.3509
TCRT,2024-03-23,s09_short_squeeze_candidate,2024-03-15,25.04,-0.4
TCRT,2024-06-22,s09_short_squeeze_candidate,2024-06-14,67.75,-0.5208
TCX,2024-03-08,s09_short_squeeze_candidate,2024-02-29,20.43,-0.3238
TCX,2024-12-21,s09_short_squeeze_candidate,2024-12-13,23.16,-0.2784
TELA,2024-09-07,s09_short_squeeze_candidate,2024-08-30,26.23,-0.493
TENX,2025-05-08,s09_short_squeeze_candidate,2025-04-30,20.57,-0.2577
THRY,2023-10-21,s09_short_squeeze_candidate,2023-10-13,21.36,-0.2712
TIL,2021-08-07,s09_short_squeeze_candidate,2021-07-30,27.3,-0.2861
TIL,2022-02-23,s09_short_squeeze_candidate,2022-02-15,29.61,-0.4416
TIL,2022-07-23,s09_short_squeeze_candidate,2022-07-15,23.65,-0.3449
TIL,2022-10-22,s09_short_squeeze_candidate,2022-10-14,37.79,-0.3935
TJGC,2026-06-06,s09_short_squeeze_candidate,2026-05-29,999.99,-0.6667
TKLF,2026-05-08,s09_short_squeeze_candidate,2026-04-30,25.07,-0.3131
TMC,2024-10-23,s09_short_squeeze_candidate,2024-10-15,27.55,-0.2681
TNGX,2022-02-23,s09_short_squeeze_candidate,2022-02-15,20.98,-0.3125
TNGX,2024-05-08,s09_short_squeeze_candidate,2024-04-30,24.7,-0.4022
TNGX,2025-05-08,s09_short_squeeze_candidate,2025-04-30,21.63,-0.5791
TNYA,2022-03-23,s09_short_squeeze_candidate,2022-03-15,20.54,-0.4625
TNYA,2022-06-23,s09_short_squeeze_candidate,2022-06-15,43.86,-0.6147
TOI,2022-02-23,s09_short_squeeze_candidate,2022-02-15,20.59,-0.4216
TOI,2022-08-06,s09_short_squeeze_candidate,2022-07-29,24.79,-0.3468
TOON,2023-10-07,s09_short_squeeze_candidate,2023-09-29,20.27,-0.4118
TRAK,2025-08-23,s09_short_squeeze_candidate,2025-08-15,25.87,-0.2714
TRDA,2022-02-08,s09_short_squeeze_candidate,2022-01-31,20.78,-0.6837
TRDA,2022-05-21,s09_short_squeeze_candidate,2022-05-13,26.57,-0.6027
TRDA,2023-03-08,s09_short_squeeze_candidate,2023-02-28,23.91,-0.398
TRDA,2023-06-08,s09_short_squeeze_candidate,2023-05-31,20.96,-0.3637
TRON,2023-10-07,s09_short_squeeze_candidate,2023-09-29,82.04,-0.5663
TRON,2024-01-06,s09_short_squeeze_candidate,2023-12-29,25.74,-0.5317
TRON,2026-03-07,s09_short_squeeze_candidate,2026-02-27,22.25,-0.3555
TROO,2022-07-08,s09_short_squeeze_candidate,2022-06-30,22.64,-0.5
TROO,2024-04-23,s09_short_squeeze_candidate,2024-04-15,20.7,-0.5081
TROO,2024-11-08,s09_short_squeeze_candidate,2024-10-31,33.33,-0.5336
TROO,2026-04-23,s09_short_squeeze_candidate,2026-04-15,23.87,-0.431
TSHA,2021-08-07,s09_short_squeeze_candidate,2021-07-30,20.13,-0.3446
TSHA,2022-01-22,s09_short_squeeze_candidate,2022-01-14,27.5,-0.4594
TSHA,2024-09-07,s09_short_squeeze_candidate,2024-08-30,24.68,-0.4628
TVRD,2025-08-23,s09_short_squeeze_candidate,2025-08-15,29.44,-0.2812
TYRA,2022-02-23,s09_short_squeeze_candidate,2022-02-15,23.16,-0.5308
TYRA,2022-06-08,s09_short_squeeze_candidate,2022-05-31,34.43,-0.4631
TYRA,2022-09-08,s09_short_squeeze_candidate,2022-08-31,43.77,-0.4678
TYRA,2022-12-23,s09_short_squeeze_candidate,2022-12-15,31.38,-0.281
TYRA,2023-11-08,s09_short_squeeze_candidate,2023-10-31,20.6,-0.2516
TYRA,2025-03-08,s09_short_squeeze_candidate,2025-02-28,20.26,-0.3001
UCFI,2025-11-08,s09_short_squeeze_candidate,2025-10-31,999.99,-0.5592
UP,2025-04-08,s09_short_squeeze_candidate,2025-03-31,24.64,-0.4451
URGN,2022-02-23,s09_short_squeeze_candidate,2022-02-15,23.15,-0.4525
URGN,2024-06-08,s09_short_squeeze_candidate,2024-05-31,21.38,-0.278
USEA,2025-05-23,s09_short_squeeze_candidate,2025-05-15,24.06,-0.3218
UWMC,2023-10-07,s09_short_squeeze_candidate,2023-09-29,20.52,-0.2775
VATE,2023-08-08,s09_short_squeeze_candidate,2023-07-31,24.32,-0.4086
VATE,2023-11-08,s09_short_squeeze_candidate,2023-10-31,23.45,-0.326
VATE,2024-02-08,s09_short_squeeze_candidate,2024-01-31,27.4,-0.3333
VATE,2024-06-08,s09_short_squeeze_candidate,2024-05-31,31.52,-0.3146
VATE,2025-05-08,s09_short_squeeze_candidate,2025-04-30,25.62,-0.5056
VATE,2026-03-21,s09_short_squeeze_candidate,2026-03-13,21.1,-0.2908
VAXX,2023-11-23,s09_short_squeeze_candidate,2023-11-15,24.38,-0.5424
VCEL,2022-06-08,s09_short_squeeze_candidate,2022-05-31,20.22,-0.3728
VELO,2022-02-23,s09_short_squeeze_candidate,2022-02-15,37.6,-0.4094
VERI,2022-10-22,s09_short_squeeze_candidate,2022-10-14,22.05,-0.377
VERU,2024-08-23,s09_short_squeeze_candidate,2024-08-15,22.17,-0.4085
VGAS,2023-08-23,s09_short_squeeze_candidate,2023-08-15,23.08,-0.6112
VHC,2022-11-08,s09_short_squeeze_candidate,2022-10-31,20.53,-0.4194
VHC,2024-05-23,s09_short_squeeze_candidate,2024-05-15,27.19,-0.5108
VINC,2022-04-22,s09_short_squeeze_candidate,2022-04-14,22.57,-0.6388
VINC,2023-04-08,s09_short_squeeze_candidate,2023-03-31,26.41,-0.3113
VLDWS,2023-05-06,s09_short_squeeze_candidate,2023-04-28,21.21,-0.4
VNRX,2022-07-23,s09_short_squeeze_candidate,2022-07-15,20.13,-0.2862
VOR,2022-01-22,s09_short_squeeze_candidate,2022-01-14,25.83,-0.4939
VOR,2022-05-21,s09_short_squeeze_candidate,2022-05-13,24.72,-0.5491
VOR,2023-09-08,s09_short_squeeze_candidate,2023-08-31,45.17,-0.531
VOR,2023-12-08,s09_short_squeeze_candidate,2023-11-30,25.74,-0.3071
VRA,2025-05-23,s09_short_squeeze_candidate,2025-05-15,23.68,-0.3866
VRCA,2021-07-08,s09_short_squeeze_candidate,2021-06-30,28.74,-0.2629
VRCA,2022-01-22,s09_short_squeeze_candidate,2022-01-14,30.3,-0.3749
VRCA,2023-10-07,s09_short_squeeze_candidate,2023-09-29,20.66,-0.4789
VRDN,2023-09-08,s09_short_squeeze_candidate,2023-08-31,24.35,-0.348
VRM,2026-01-23,s09_short_squeeze_candidate,2026-01-15,32.63,-0.2869
VSSYW,2021-10-08,s09_short_squeeze_candidate,2021-09-30,22.16,-0.4412
VSSYW,2022-02-08,s09_short_squeeze_candidate,2022-01-31,94.0,-0.3556
VSSYW,2022-09-23,s09_short_squeeze_candidate,2022-09-15,131.6,-0.3154
VSSYW,2023-09-08,s09_short_squeeze_candidate,2023-08-31,29.14,-0.4828
VSSYW,2023-12-23,s09_short_squeeze_candidate,2023-12-15,49.21,-0.7619
VTVT,2022-11-08,s09_short_squeeze_candidate,2022-10-31,20.84,-0.3693
VTVT,2023-11-08,s09_short_squeeze_candidate,2023-10-31,39.79,-0.4365
VUZI,2022-09-08,s09_short_squeeze_candidate,2022-08-31,20.13,-0.263
VUZI,2022-12-08,s09_short_squeeze_candidate,2022-11-30,21.31,-0.4715
VUZI,2023-04-08,s09_short_squeeze_candidate,2023-03-31,22.52,-0.2874
VUZI,2023-08-23,s09_short_squeeze_candidate,2023-08-15,23.08,-0.2628
VXRT,2023-05-06,s09_short_squeeze_candidate,2023-04-28,23.76,-0.2636
WALDW,2023-08-08,s09_short_squeeze_candidate,2023-07-31,21.18,-0.386
WALDW,2024-03-08,s09_short_squeeze_candidate,2024-02-29,241.86,-0.407
WALDW,2024-06-08,s09_short_squeeze_candidate,2024-05-31,28.18,-0.6578
WALDW,2024-10-08,s09_short_squeeze_candidate,2024-09-30,55.91,-0.4259
WATT,2022-10-22,s09_short_squeeze_candidate,2022-10-14,21.45,-0.3453
WATT,2024-06-08,s09_short_squeeze_candidate,2024-05-31,20.24,-0.3204
WATT,2024-09-21,s09_short_squeeze_candidate,2024-09-13,23.61,-0.3125
WEST,2023-11-08,s09_short_squeeze_candidate,2023-10-31,26.37,-0.2563
