ticker,event_date,setup_type,settlement_date,days_to_cover,drawdown_pct
FLWS,2026-03-21,s09_short_squeeze_candidate,2026-03-13,25.88,-0.313
FLYX,2025-11-08,s09_short_squeeze_candidate,2025-10-31,20.31,-0.286
FMAO,2022-09-23,s09_short_squeeze_candidate,2022-09-15,20.66,-0.2615
FOA,2023-09-08,s09_short_squeeze_candidate,2023-08-31,21.02,-0.3005
FORA,2022-06-08,s09_short_squeeze_candidate,2022-05-31,24.18,-0.5575
FORA,2022-09-08,s09_short_squeeze_candidate,2022-08-31,24.22,-0.3301
FORA,2023-01-21,s09_short_squeeze_candidate,2023-01-13,22.84,-0.3179
FORA,2023-04-22,s09_short_squeeze_candidate,2023-04-14,46.73,-0.2808
FORA,2024-02-23,s09_short_squeeze_candidate,2024-02-15,20.81,-0.2927
FORA,2024-06-22,s09_short_squeeze_candidate,2024-06-14,21.85,-0.2665
FTCI,2024-05-08,s09_short_squeeze_candidate,2024-04-30,23.19,-0.3484
FTHM,2021-08-07,s09_short_squeeze_candidate,2021-07-30,23.39,-0.3136
FTHM,2021-11-06,s09_short_squeeze_candidate,2021-10-29,31.99,-0.2551
FTHM,2022-09-08,s09_short_squeeze_candidate,2022-08-31,21.48,-0.4026
FTHM,2023-11-23,s09_short_squeeze_candidate,2023-11-15,21.35,-0.5584
FTK,2022-07-23,s09_short_squeeze_candidate,2022-07-15,20.52,-0.3861
FVNNU,2026-03-21,s09_short_squeeze_candidate,2026-03-13,999.99,-0.2843
FXLV,2023-05-23,s09_short_squeeze_candidate,2023-05-15,24.21,-0.7086
GALT,2022-02-23,s09_short_squeeze_candidate,2022-02-15,26.27,-0.2686
GALT,2022-06-08,s09_short_squeeze_candidate,2022-05-31,33.11,-0.3065
GALT,2022-12-08,s09_short_squeeze_candidate,2022-11-30,43.93,-0.3245
GALT,2024-05-23,s09_short_squeeze_candidate,2024-05-15,21.61,-0.2714
GALT,2024-08-23,s09_short_squeeze_candidate,2024-08-15,42.56,-0.322
GALT,2025-02-22,s09_short_squeeze_candidate,2025-02-14,28.21,-0.5121
GALT,2025-06-07,s09_short_squeeze_candidate,2025-05-30,50.6,-0.2599
GALT,2026-03-07,s09_short_squeeze_candidate,2026-02-27,26.67,-0.5422
GCTK,2022-06-08,s09_short_squeeze_candidate,2022-05-31,26.49,-0.2582
GDEV,2022-03-08,s09_short_squeeze_candidate,2022-02-28,31.29,-0.2823
GENK,2026-03-07,s09_short_squeeze_candidate,2026-02-27,33.42,-0.2862
GGR,2023-05-23,s09_short_squeeze_candidate,2023-05-15,26.52,-0.3171
GGROW,2026-05-23,s09_short_squeeze_candidate,2026-05-15,32.91,-0.268
GHG,2024-02-08,s09_short_squeeze_candidate,2024-01-31,22.65,-0.3145
GHRS,2022-01-22,s09_short_squeeze_candidate,2022-01-14,22.36,-0.3115
GHRS,2022-05-07,s09_short_squeeze_candidate,2022-04-29,37.89,-0.2672
GHRS,2022-11-08,s09_short_squeeze_candidate,2022-10-31,68.19,-0.3697
GHRS,2023-02-08,s09_short_squeeze_candidate,2023-01-31,114.56,-0.2894
GHRS,2023-12-08,s09_short_squeeze_candidate,2023-11-30,29.06,-0.4348
GHRS,2024-09-07,s09_short_squeeze_candidate,2024-08-30,56.39,-0.291
GHRS,2025-05-23,s09_short_squeeze_candidate,2025-05-15,27.4,-0.2523
GLBS,2024-09-07,s09_short_squeeze_candidate,2024-08-30,51.61,-0.323
GLSI,2025-12-06,s09_short_squeeze_candidate,2025-11-28,27.34,-0.2602
GLUE,2021-11-06,s09_short_squeeze_candidate,2021-10-29,22.49,-0.4444
GLUE,2022-10-22,s09_short_squeeze_candidate,2022-10-14,33.87,-0.3541
GLUE,2023-10-21,s09_short_squeeze_candidate,2023-10-13,20.38,-0.3178
GLUE,2025-02-22,s09_short_squeeze_candidate,2025-02-14,21.44,-0.3456
GLUE,2025-06-21,s09_short_squeeze_candidate,2025-06-13,20.01,-0.3045
GMHS,2026-01-08,s09_short_squeeze_candidate,2025-12-31,22.15,-0.3483
GNLX,2024-04-05,s09_short_squeeze_candidate,2024-03-28,27.85,-0.567
GNLX,2025-01-23,s09_short_squeeze_candidate,2025-01-15,20.94,-0.3123
GNLX,2025-05-08,s09_short_squeeze_candidate,2025-04-30,21.72,-0.5247
GNLX,2026-01-08,s09_short_squeeze_candidate,2025-12-31,31.33,-0.4709
GNPX,2022-07-08,s09_short_squeeze_candidate,2022-06-30,20.79,-0.3983
GNPX,2022-11-23,s09_short_squeeze_candidate,2022-11-15,22.04,-0.4421
GOCO,2024-10-23,s09_short_squeeze_candidate,2024-10-15,22.53,-0.3445
GOGO,2021-12-23,s09_short_squeeze_candidate,2021-12-15,21.35,-0.2838
GOSS,2022-02-23,s09_short_squeeze_candidate,2022-02-15,21.74,-0.2714
GOSS,2022-06-23,s09_short_squeeze_candidate,2022-06-15,23.05,-0.3872
GOSS,2023-10-21,s09_short_squeeze_candidate,2023-10-13,20.06,-0.6451
GP,2025-05-08,s09_short_squeeze_candidate,2025-04-30,22.07,-0.4611
GPCR,2024-09-07,s09_short_squeeze_candidate,2024-08-30,20.36,-0.3227
GROV,2025-05-08,s09_short_squeeze_candidate,2025-04-30,39.86,-0.3684
GUTS,2024-05-08,s09_short_squeeze_candidate,2024-04-30,28.06,-0.4739
GYRE,2025-02-08,s09_short_squeeze_candidate,2025-01-31,20.0,-0.3149
GYRE,2025-08-23,s09_short_squeeze_candidate,2025-08-15,21.21,-0.286
HALL,2023-10-21,s09_short_squeeze_candidate,2023-10-13,24.9,-0.6346
HASI,2023-04-22,s09_short_squeeze_candidate,2023-04-14,22.77,-0.2631
HERE,2026-05-08,s09_short_squeeze_candidate,2026-04-30,25.84,-0.2649
HFFG,2022-10-22,s09_short_squeeze_candidate,2022-10-14,20.93,-0.3455
HFFG,2023-05-06,s09_short_squeeze_candidate,2023-04-28,21.11,-0.3574
HOWL,2021-08-21,s09_short_squeeze_candidate,2021-08-13,28.58,-0.289
HQI,2025-06-21,s09_short_squeeze_candidate,2025-06-13,28.88,-0.2611
HRTX,2021-08-07,s09_short_squeeze_candidate,2021-07-30,22.08,-0.3312
HRTX,2022-01-08,s09_short_squeeze_candidate,2021-12-31,21.42,-0.2754
HRTX,2022-05-07,s09_short_squeeze_candidate,2022-04-29,21.44,-0.5171
HRTX,2022-08-06,s09_short_squeeze_candidate,2022-07-29,21.33,-0.4315
HRTX,2023-07-22,s09_short_squeeze_candidate,2023-07-14,21.11,-0.5575
HRTX,2024-09-21,s09_short_squeeze_candidate,2024-09-13,21.32,-0.4905
HRTX,2025-08-08,s09_short_squeeze_candidate,2025-07-31,38.05,-0.2851
HRTX,2025-11-08,s09_short_squeeze_candidate,2025-10-31,20.69,-0.3696
HRTX,2026-06-06,s09_short_squeeze_candidate,2026-05-29,23.68,-0.3359
HUDI,2022-03-08,s09_short_squeeze_candidate,2022-02-28,21.05,-0.4152
HUMA,2022-08-06,s09_short_squeeze_candidate,2022-07-29,30.54,-0.5391
HUMA,2022-11-08,s09_short_squeeze_candidate,2022-10-31,22.02,-0.3298
HUMA,2023-12-08,s09_short_squeeze_candidate,2023-11-30,20.79,-0.3441
HYLN,2025-05-08,s09_short_squeeze_candidate,2025-04-30,23.33,-0.376
HYPR,2022-04-22,s09_short_squeeze_candidate,2022-04-14,22.65,-0.4056
HYPR,2022-09-23,s09_short_squeeze_candidate,2022-09-15,26.14,-0.5556
HYPR,2023-01-07,s09_short_squeeze_candidate,2022-12-30,21.8,-0.3488
HYPR,2023-05-23,s09_short_squeeze_candidate,2023-05-15,26.04,-0.2553
HYPR,2024-01-20,s09_short_squeeze_candidate,2024-01-12,32.41,-0.4873
IBO,2026-06-06,s09_short_squeeze_candidate,2026-05-29,21.7,-0.3333
IBRX,2023-10-21,s09_short_squeeze_candidate,2023-10-13,21.06,-0.5774
IBRX,2024-07-23,s09_short_squeeze_candidate,2024-07-15,31.5,-0.3049
IBRX,2024-10-23,s09_short_squeeze_candidate,2024-10-15,24.06,-0.3964
IINNW,2026-02-21,s09_short_squeeze_candidate,2026-02-13,34.7,-0.4286
IMA,2026-01-23,s09_short_squeeze_candidate,2026-01-15,26.86,-0.2514
IMMP,2023-03-08,s09_short_squeeze_candidate,2023-02-28,20.45,-0.3557
IMMP,2024-08-08,s09_short_squeeze_candidate,2024-07-31,20.88,-0.3313
IMMP,2024-11-08,s09_short_squeeze_candidate,2024-10-31,68.39,-0.3106
IMNM,2024-11-08,s09_short_squeeze_candidate,2024-10-31,22.27,-0.2818
IMNN,2025-05-08,s09_short_squeeze_candidate,2025-04-30,22.24,-0.2632
IMPP,2025-04-08,s09_short_squeeze_candidate,2025-03-31,26.4,-0.2751
IMRX,2022-06-08,s09_short_squeeze_candidate,2022-05-31,22.39,-0.4393
IMRX,2022-09-08,s09_short_squeeze_candidate,2022-08-31,52.65,-0.2744
IMRX,2022-12-08,s09_short_squeeze_candidate,2022-11-30,26.69,-0.5673
IMRX,2023-05-23,s09_short_squeeze_candidate,2023-05-15,21.98,-0.4027
IMRX,2023-11-23,s09_short_squeeze_candidate,2023-11-15,34.75,-0.472
IMRX,2024-06-08,s09_short_squeeze_candidate,2024-05-31,20.13,-0.7919
INDI,2025-05-08,s09_short_squeeze_candidate,2025-04-30,23.95,-0.5394
INDI,2026-01-08,s09_short_squeeze_candidate,2025-12-31,20.16,-0.4117
INDI,2026-04-23,s09_short_squeeze_candidate,2026-04-15,23.64,-0.3515
INMB,2023-03-23,s09_short_squeeze_candidate,2023-03-15,20.5,-0.331
INMB,2023-10-21,s09_short_squeeze_candidate,2023-10-13,27.29,-0.2672
INMB,2024-06-22,s09_short_squeeze_candidate,2024-06-14,23.53,-0.3041
INNV,2022-07-23,s09_short_squeeze_candidate,2022-07-15,29.4,-0.2883
INNV,2024-04-05,s09_short_squeeze_candidate,2024-03-28,24.13,-0.2873
INSG,2022-07-23,s09_short_squeeze_candidate,2022-07-15,24.81,-0.3867
IPDN,2024-08-23,s09_short_squeeze_candidate,2024-08-15,33.04,-0.4787
IPHA,2022-04-22,s09_short_squeeze_candidate,2022-04-14,20.57,-0.3091
IPHA,2022-12-08,s09_short_squeeze_candidate,2022-11-30,47.73,-0.2997
IPSC,2021-11-06,s09_short_squeeze_candidate,2021-10-29,26.64,-0.2963
IPSC,2022-02-23,s09_short_squeeze_candidate,2022-02-15,20.39,-0.3819
IPSC,2022-06-08,s09_short_squeeze_candidate,2022-05-31,44.48,-0.4309
IPSC,2023-05-06,s09_short_squeeze_candidate,2023-04-28,23.97,-0.3875
IPW,2023-03-23,s09_short_squeeze_candidate,2023-03-15,25.42,-0.3371
ISOU,2025-11-22,s09_short_squeeze_candidate,2025-11-14,21.4,-0.2898
ISPR,2026-04-23,s09_short_squeeze_candidate,2026-04-15,20.39,-0.4946
IVA,2022-05-21,s09_short_squeeze_candidate,2022-05-13,72.41,-0.3432
IVA,2022-08-23,s09_short_squeeze_candidate,2022-08-15,21.67,-0.4288
IVA,2022-12-23,s09_short_squeeze_candidate,2022-12-15,57.16,-0.4227
IVA,2024-08-23,s09_short_squeeze_candidate,2024-08-15,20.82,-0.4094
IVVD,2023-04-22,s09_short_squeeze_candidate,2023-04-14,20.37,-0.5282
IVVD,2024-06-22,s09_short_squeeze_candidate,2024-06-14,24.39,-0.6441
IVVD,2024-11-08,s09_short_squeeze_candidate,2024-10-31,27.16,-0.3078
IVVD,2026-05-08,s09_short_squeeze_candidate,2026-04-30,21.75,-0.2632
JANX,2021-10-23,s09_short_squeeze_candidate,2021-10-15,33.28,-0.3909
JANX,2022-01-22,s09_short_squeeze_candidate,2022-01-14,28.31,-0.4231
JANX,2022-05-07,s09_short_squeeze_candidate,2022-04-29,35.63,-0.4587
JANX,2022-08-06,s09_short_squeeze_candidate,2022-07-29,72.06,-0.2625
JANX,2023-09-23,s09_short_squeeze_candidate,2023-09-15,49.11,-0.295
JBIO,2025-09-23,s09_short_squeeze_candidate,2025-09-15,30.79,-0.3654
JFU,2022-01-22,s09_short_squeeze_candidate,2022-01-14,23.15,-0.3234
KALV,2023-11-08,s09_short_squeeze_candidate,2023-10-31,20.4,-0.252
KALV,2024-12-21,s09_short_squeeze_candidate,2024-12-13,23.31,-0.3048
KG,2026-02-07,s09_short_squeeze_candidate,2026-01-30,22.05,-0.4972
KG,2026-06-06,s09_short_squeeze_candidate,2026-05-29,28.73,-0.2949
KIDS,2022-06-23,s09_short_squeeze_candidate,2022-06-15,21.23,-0.2786
KIDS,2023-10-07,s09_short_squeeze_candidate,2023-09-29,23.0,-0.2884
KLDO,2022-03-08,s09_short_squeeze_candidate,2022-02-28,24.61,-0.5929
KLXE,2025-09-06,s09_short_squeeze_candidate,2025-08-29,22.25,-0.3099
KNDI,2024-07-23,s09_short_squeeze_candidate,2024-07-15,20.83,-0.2788
KNDI,2025-05-08,s09_short_squeeze_candidate,2025-04-30,22.48,-0.3372
KORE,2022-03-08,s09_short_squeeze_candidate,2022-02-28,21.59,-0.2843
KORE,2023-04-22,s09_short_squeeze_candidate,2023-04-14,21.29,-0.552
KORE,2023-10-21,s09_short_squeeze_candidate,2023-10-13,22.71,-0.5766
KPLT,2022-07-23,s09_short_squeeze_candidate,2022-07-15,21.43,-0.4211
KPTI,2023-10-21,s09_short_squeeze_candidate,2023-10-13,20.35,-0.3425
KPTI,2024-08-23,s09_short_squeeze_candidate,2024-08-15,28.28,-0.2748
KPTI,2025-02-22,s09_short_squeeze_candidate,2025-02-14,24.94,-0.2957
KPTI,2025-06-07,s09_short_squeeze_candidate,2025-05-30,28.52,-0.4517
KULR,2023-07-08,s09_short_squeeze_candidate,2023-06-30,21.39,-0.2558
KYMR,2023-07-22,s09_short_squeeze_candidate,2023-07-14,24.85,-0.366
KYMR,2024-06-08,s09_short_squeeze_candidate,2024-05-31,21.2,-0.2617
LAB,2022-11-08,s09_short_squeeze_candidate,2022-10-31,21.65,-0.4272
LAB,2025-05-08,s09_short_squeeze_candidate,2025-04-30,23.57,-0.3106
LAKE,2026-03-07,s09_short_squeeze_candidate,2026-02-27,23.43,-0.4189
LCTX,2024-10-23,s09_short_squeeze_candidate,2024-10-15,36.65,-0.2589
LE,2023-10-21,s09_short_squeeze_candidate,2023-10-13,22.2,-0.3343
LEE,2025-12-06,s09_short_squeeze_candidate,2025-11-28,30.46,-0.3282
LENZ,2025-03-08,s09_short_squeeze_candidate,2025-02-28,27.56,-0.4158
LFCR,2024-07-23,s09_short_squeeze_candidate,2024-07-15,20.33,-0.2707
LFCR,2024-10-23,s09_short_squeeze_candidate,2024-10-15,20.64,-0.2727
LFMD,2023-02-23,s09_short_squeeze_candidate,2023-02-15,26.37,-0.2538
LFST,2022-12-23,s09_short_squeeze_candidate,2022-12-15,22.63,-0.4092
LFST,2023-10-21,s09_short_squeeze_candidate,2023-10-13,20.12,-0.344
LFVN,2025-06-21,s09_short_squeeze_candidate,2025-06-13,22.39,-0.2679
LFVN,2026-03-07,s09_short_squeeze_candidate,2026-02-27,30.19,-0.3329
LGMK,2022-11-08,s09_short_squeeze_candidate,2022-10-31,23.15,-0.4188
LIND,2022-09-08,s09_short_squeeze_candidate,2022-08-31,26.29,-0.4676
LIND,2023-04-22,s09_short_squeeze_candidate,2023-04-14,31.32,-0.2901
LNSR,2022-09-23,s09_short_squeeze_candidate,2022-09-15,29.04,-0.26
LNZA,2023-11-08,s09_short_squeeze_candidate,2023-10-31,23.16,-0.58
LNZA,2024-08-08,s09_short_squeeze_candidate,2024-07-31,21.97,-0.4046
LOCL,2022-08-06,s09_short_squeeze_candidate,2022-07-29,33.12,-0.3925
LOCL,2023-03-08,s09_short_squeeze_candidate,2023-02-28,20.58,-0.6951
LOCL,2023-06-08,s09_short_squeeze_candidate,2023-05-31,36.58,-0.4479
LOOP,2021-08-07,s09_short_squeeze_candidate,2021-07-30,25.76,-0.3409
LOOP,2022-03-23,s09_short_squeeze_candidate,2022-03-15,20.91,-0.3772
LOOP,2022-06-23,s09_short_squeeze_candidate,2022-06-15,41.22,-0.4188
LOOP,2022-09-23,s09_short_squeeze_candidate,2022-09-15,60.24,-0.3527
LOOP,2022-12-23,s09_short_squeeze_candidate,2022-12-15,30.47,-0.5787
LOOP,2024-04-23,s09_short_squeeze_candidate,2024-04-15,66.27,-0.2665
LOOP,2024-07-23,s09_short_squeeze_candidate,2024-07-15,36.1,-0.3154
LOOP,2025-03-22,s09_short_squeeze_candidate,2025-03-14,24.41,-0.3276
LRMR,2021-11-23,s09_short_squeeze_candidate,2021-11-15,22.6,-0.2733
LRMR,2022-04-22,s09_short_squeeze_candidate,2022-04-14,25.41,-0.6638
LSF,2021-08-07,s09_short_squeeze_candidate,2021-07-30,30.08,-0.256
LTH,2022-11-08,s09_short_squeeze_candidate,2022-10-31,20.11,-0.3382
LUCK,2025-05-08,s09_short_squeeze_candidate,2025-04-30,21.15,-0.2681
LUCYW,2024-05-08,s09_short_squeeze_candidate,2024-04-30,31.13,-0.4
LUXE,2026-05-23,s09_short_squeeze_candidate,2026-05-15,20.36,-0.261
LVLU,2023-09-23,s09_short_squeeze_candidate,2023-09-15,23.42,-0.3503
LVO,2022-03-23,s09_short_squeeze_candidate,2022-03-15,21.62,-0.5038
LVO,2022-10-22,s09_short_squeeze_candidate,2022-10-14,26.54,-0.4814
LVO,2023-12-08,s09_short_squeeze_candidate,2023-11-30,24.74,-0.4613
LVWR,2024-04-23,s09_short_squeeze_candidate,2024-04-15,49.37,-0.3666
LVWR,2024-10-23,s09_short_squeeze_candidate,2024-10-15,28.7,-0.2574
LVWR,2025-03-08,s09_short_squeeze_candidate,2025-02-28,20.87,-0.6068
LVWR,2025-11-22,s09_short_squeeze_candidate,2025-11-14,25.78,-0.2625
LWAY,2022-07-23,s09_short_squeeze_candidate,2022-07-15,64.05,-0.3015
LWAY,2022-10-22,s09_short_squeeze_candidate,2022-10-14,53.72,-0.3308
LWLG,2022-11-08,s09_short_squeeze_candidate,2022-10-31,25.38,-0.304
LWLG,2023-02-08,s09_short_squeeze_candidate,2023-01-31,36.32,-0.3156
LWLG,2023-05-23,s09_short_squeeze_candidate,2023-05-15,35.73,-0.2687
LWLG,2023-11-23,s09_short_squeeze_candidate,2023-11-15,43.78,-0.3242
LWLG,2024-06-08,s09_short_squeeze_candidate,2024-05-31,23.78,-0.3447
LWLG,2024-09-07,s09_short_squeeze_candidate,2024-08-30,41.58,-0.2892
LWLG,2024-12-07,s09_short_squeeze_candidate,2024-11-29,21.26,-0.2948
LWLG,2025-03-08,s09_short_squeeze_candidate,2025-02-28,25.36,-0.5694
LXEH,2022-02-23,s09_short_squeeze_candidate,2022-02-15,32.42,-0.3426
LXEH,2022-07-23,s09_short_squeeze_candidate,2022-07-15,28.96,-0.5137
LYEL,2022-04-22,s09_short_squeeze_candidate,2022-04-14,24.13,-0.2555
LYEL,2023-02-23,s09_short_squeeze_candidate,2023-02-15,24.15,-0.4331
LYEL,2023-10-21,s09_short_squeeze_candidate,2023-10-13,28.97,-0.5104
LYEL,2024-09-07,s09_short_squeeze_candidate,2024-08-30,23.1,-0.459
LYEL,2026-05-23,s09_short_squeeze_candidate,2026-05-15,23.25,-0.3008
MBX,2025-03-08,s09_short_squeeze_candidate,2025-02-28,21.13,-0.5795
MCRB,2026-02-07,s09_short_squeeze_candidate,2026-01-30,22.13,-0.4789
MDCXW,2026-06-06,s09_short_squeeze_candidate,2026-05-29,34.96,-0.7282
MESO,2022-02-23,s09_short_squeeze_candidate,2022-02-15,25.38,-0.388
MFIN,2023-10-07,s09_short_squeeze_candidate,2023-09-29,24.66,-0.3079
MGLD,2023-08-08,s09_short_squeeze_candidate,2023-07-31,20.49,-0.3584
MGLD,2024-10-23,s09_short_squeeze_candidate,2024-10-15,64.83,-0.2571
MGTX,2022-09-08,s09_short_squeeze_candidate,2022-08-31,23.9,-0.2622
MIST,2022-05-21,s09_short_squeeze_candidate,2022-05-13,33.46,-0.2673
MLEC,2024-09-07,s09_short_squeeze_candidate,2024-08-30,21.95,-0.2658
MLTX,2022-07-08,s09_short_squeeze_candidate,2022-06-30,25.78,-0.6038
MLTX,2024-05-23,s09_short_squeeze_candidate,2024-05-15,26.28,-0.3222
MLYS,2023-10-21,s09_short_squeeze_candidate,2023-10-13,20.15,-0.4004
MNOV,2022-01-22,s09_short_squeeze_candidate,2022-01-14,22.61,-0.4299
MNTK,2021-08-07,s09_short_squeeze_candidate,2021-07-30,22.67,-0.3089
MNTK,2023-01-21,s09_short_squeeze_candidate,2023-01-13,22.97,-0.3585
MNTK,2023-05-23,s09_short_squeeze_candidate,2023-05-15,20.42,-0.3911
MODD,2022-12-23,s09_short_squeeze_candidate,2022-12-15,22.21,-0.4029
MOGU,2025-12-06,s09_short_squeeze_candidate,2025-11-28,21.66,-0.4654
MOLN,2023-10-21,s09_short_squeeze_candidate,2023-10-13,34.51,-0.3492
MOND,2024-01-20,s09_short_squeeze_candidate,2024-01-12,21.89,-0.5769
MOND,2024-10-23,s09_short_squeeze_candidate,2024-10-15,35.51,-0.6326
MPAA,2023-02-08,s09_short_squeeze_candidate,2023-01-31,25.59,-0.2661
MPU,2024-06-22,s09_short_squeeze_candidate,2024-06-14,43.14,-0.3448
MPU,2026-01-23,s09_short_squeeze_candidate,2026-01-15,34.34,-0.3284
MREO,2022-12-08,s09_short_squeeze_candidate,2022-11-30,22.16,-0.3088
MVIS,2022-09-23,s09_short_squeeze_candidate,2022-09-15,21.79,-0.2587
MVIS,2022-12-23,s09_short_squeeze_candidate,2022-12-15,29.6,-0.3765
MVIS,2023-04-22,s09_short_squeeze_candidate,2023-04-14,28.86,-0.3493
MVIS,2023-09-08,s09_short_squeeze_candidate,2023-08-31,20.52,-0.6706
MVIS,2024-06-22,s09_short_squeeze_candidate,2024-06-14,21.23,-0.462
MVIS,2024-09-21,s09_short_squeeze_candidate,2024-09-13,33.92,-0.2721
MVIS,2025-05-08,s09_short_squeeze_candidate,2025-04-30,20.52,-0.3543
MVIS,2026-01-23,s09_short_squeeze_candidate,2026-01-15,22.09,-0.2541
MVST,2022-06-08,s09_short_squeeze_candidate,2022-05-31,21.17,-0.472
MYPSW,2022-10-22,s09_short_squeeze_candidate,2022-10-14,91.84,-0.4831
MYPSW,2024-05-08,s09_short_squeeze_candidate,2024-04-30,26.37,-0.6213
NAMSW,2023-03-23,s09_short_squeeze_candidate,2023-03-15,28.1,-0.3
NAUT,2023-09-08,s09_short_squeeze_candidate,2023-08-31,26.35,-0.2854
NBTX,2024-08-08,s09_short_squeeze_candidate,2024-07-31,36.35,-0.2585
NEWT,2023-10-21,s09_short_squeeze_candidate,2023-10-13,22.57,-0.2991
NGNE,2026-01-23,s09_short_squeeze_candidate,2026-01-15,20.17,-0.4729
NMRD,2022-12-08,s09_short_squeeze_candidate,2022-11-30,20.47,-0.3035
NNBR,2022-10-08,s09_short_squeeze_candidate,2022-09-30,24.11,-0.4103
NNBR,2023-09-08,s09_short_squeeze_candidate,2023-08-31,25.36,-0.327
NNVC,2023-09-23,s09_short_squeeze_candidate,2023-09-15,22.19,-0.2544
NOTE,2024-09-07,s09_short_squeeze_candidate,2024-08-30,30.69,-0.3564
NPCE,2021-10-23,s09_short_squeeze_candidate,2021-10-15,21.65,-0.3551
NPCE,2022-06-08,s09_short_squeeze_candidate,2022-05-31,24.71,-0.2984
NPCE,2022-09-08,s09_short_squeeze_candidate,2022-08-31,30.31,-0.3254
NPCE,2022-12-23,s09_short_squeeze_candidate,2022-12-15,20.5,-0.5985
NRGV,2024-03-08,s09_short_squeeze_candidate,2024-02-29,21.0,-0.3563
NRGV,2024-06-08,s09_short_squeeze_candidate,2024-05-31,22.38,-0.3417
NRGV,2024-09-07,s09_short_squeeze_candidate,2024-08-30,42.81,-0.2937
NRGV,2025-02-22,s09_short_squeeze_candidate,2025-02-14,27.09,-0.3557
NRGV,2025-06-07,s09_short_squeeze_candidate,2025-05-30,21.3,-0.3597
NRIX,2023-09-08,s09_short_squeeze_candidate,2023-08-31,28.71,-0.2679
NRIX,2026-03-07,s09_short_squeeze_candidate,2026-02-27,20.29,-0.2562
NRXP,2023-05-06,s09_short_squeeze_candidate,2023-04-28,20.56,-0.5352
NTRBW,2022-12-23,s09_short_squeeze_candidate,2022-12-15,31.34,-0.4341
NUVB,2022-05-21,s09_short_squeeze_candidate,2022-05-13,26.77,-0.3009
NUVB,2022-09-08,s09_short_squeeze_candidate,2022-08-31,20.54,-0.3349
NUVL,2021-10-23,s09_short_squeeze_candidate,2021-10-15,23.38,-0.4803
NUVL,2022-04-22,s09_short_squeeze_candidate,2022-04-14,39.35,-0.3924
NVNO,2022-06-08,s09_short_squeeze_candidate,2022-05-31,22.65,-0.3708
NVNO,2022-10-22,s09_short_squeeze_candidate,2022-10-14,29.37,-0.266
NVNO,2023-01-21,s09_short_squeeze_candidate,2023-01-13,27.35,-0.2536
NYAX,2023-04-22,s09_short_squeeze_candidate,2023-04-14,35.35,-0.2768
OABI,2025-01-23,s09_short_squeeze_candidate,2025-01-15,21.45,-0.3032
OABI,2025-09-23,s09_short_squeeze_candidate,2025-09-15,20.23,-0.2682
OAKUR,2024-11-08,s09_short_squeeze_candidate,2024-10-31,82.3,-0.5442
OAKUR,2025-02-08,s09_short_squeeze_candidate,2025-01-31,25.32,-0.4737
OBIO,2023-11-08,s09_short_squeeze_candidate,2023-10-31,20.35,-0.5645
OBIO,2024-03-08,s09_short_squeeze_candidate,2024-02-29,21.49,-0.397
OBIO,2024-09-21,s09_short_squeeze_candidate,2024-09-13,25.07,-0.3264
OCG,2025-10-08,s09_short_squeeze_candidate,2025-09-30,26.95,-0.4127
OCGN,2025-12-06,s09_short_squeeze_candidate,2025-11-28,20.54,-0.3224
OKUR,2025-03-08,s09_short_squeeze_candidate,2025-02-28,33.67,-0.662
OM,2022-02-23,s09_short_squeeze_candidate,2022-02-15,21.02,-0.3159
OMER,2021-12-08,s09_short_squeeze_candidate,2021-11-30,20.07,-0.5514
OMER,2022-10-22,s09_short_squeeze_candidate,2022-10-14,25.39,-0.5429
OMER,2023-07-22,s09_short_squeeze_candidate,2023-07-14,37.78,-0.3184
OMER,2023-10-21,s09_short_squeeze_candidate,2023-10-13,23.27,-0.6011
OMER,2025-02-08,s09_short_squeeze_candidate,2025-01-31,20.18,-0.2905
OMER,2026-03-07,s09_short_squeeze_candidate,2026-02-27,21.18,-0.2986
OMEX,2022-08-06,s09_short_squeeze_candidate,2022-07-29,26.75,-0.4959
OMEX,2024-09-07,s09_short_squeeze_candidate,2024-08-30,20.29,-0.2775
ONDS,2022-10-22,s09_short_squeeze_candidate,2022-10-14,21.05,-0.3743
OPAD,2023-04-08,s09_short_squeeze_candidate,2023-03-31,25.23,-0.5457
OPAD,2023-11-08,s09_short_squeeze_candidate,2023-10-31,32.73,-0.3903
OPAD,2024-05-23,s09_short_squeeze_candidate,2024-05-15,22.03,-0.3402
OPAD,2025-01-23,s09_short_squeeze_candidate,2025-01-15,20.19,-0.3829
OPAD,2025-05-23,s09_short_squeeze_candidate,2025-05-15,34.67,-0.5592
OPK,2022-10-22,s09_short_squeeze_candidate,2022-10-14,21.13,-0.3616
OPTT,2022-12-08,s09_short_squeeze_candidate,2022-11-30,26.71,-0.4
OPTT,2023-03-23,s09_short_squeeze_candidate,2023-03-15,25.13,-0.2895
ORGO,2026-02-07,s09_short_squeeze_candidate,2026-01-30,20.65,-0.3884
ORIC,2021-08-07,s09_short_squeeze_candidate,2021-07-30,24.61,-0.3429
ORIC,2021-12-08,s09_short_squeeze_candidate,2021-11-30,22.48,-0.4512
ORIC,2022-08-06,s09_short_squeeze_candidate,2022-07-29,21.88,-0.3015
ORIC,2022-11-08,s09_short_squeeze_candidate,2022-10-31,49.07,-0.4529
