ticker,event_date,setup_type,adsh,company_name,entry_date,entry_price,horizon,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy,error
ALBT,2022-05-02,s20_uplisting,0001213900-22-023156,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2022-05-03,81.75,30.0,2022-06-15,72.44999694824219,-0.11376150522027906,-0.11676150522027906,True,-0.10299999999999998,True,-0.21280751158904232,-0.08628698106876886,-0.030474524151510196,
ALBT,2022-05-02,s20_uplisting,0001213900-22-023156,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2022-05-03,81.75,60.0,2022-07-29,81.5999984741211,-0.0018348810505065538,-0.004834881050506554,True,-0.10299999999999998,True,-0.21280751158904232,-0.0029886229859664715,-0.0018462580645400824,
ALBT,2022-05-02,s20_uplisting,0001213900-22-023156,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2022-05-03,81.75,90.0,2022-09-12,75.9000015258789,-0.07155961436233749,-0.07455961436233749,True,-0.10299999999999998,True,-0.21280751158904232,-0.005457039317920631,-0.06910257504441686,
ALBT,2023-06-16,s20_uplisting,0001213900-23-049645,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2023-06-20,28.350000381469727,30.0,2023-08-02,19.5,-0.31216932142457077,-0.31516932142457077,True,-0.10299999999999998,True,-0.1645715147236274,0.028986200203822365,-0.34415552162839314,
ALBT,2023-06-16,s20_uplisting,0001213900-23-049645,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2023-06-20,28.350000381469727,60.0,2023-09-14,15.449999809265137,-0.4550264690873287,-0.4580264690873287,True,-0.10299999999999998,True,-0.1645715147236274,0.02951191747631121,-0.4875383865636399,
ALBT,2023-06-16,s20_uplisting,0001213900-23-049645,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2023-06-20,28.350000381469727,90.0,2023-10-26,8.699999809265137,-0.6931217039788233,-0.6961217039788233,True,-0.10299999999999998,True,-0.1645715147236274,-0.053594207569765295,-0.642527496409058,
ALBT,2025-09-08,s20_uplisting,0001213900-25-085313,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2025-09-09,2.390000104904175,30.0,2025-10-21,2.2899999618530273,-0.04184106220160899,-0.044841062201608994,True,-0.10299999999999998,False,-0.044841062201608994,0.037260774667915,-0.08210183686952399,
ALBT,2025-09-08,s20_uplisting,0001213900-25-085313,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2025-09-09,2.390000104904175,60.0,2025-12-03,1.2999999523162842,-0.45606698943287005,-0.45906698943287005,True,-0.10299999999999998,True,-0.1671395682344905,0.05673006744461517,-0.5157970568774852,
ALBT,2025-09-08,s20_uplisting,0001213900-25-085313,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),2025-09-09,2.390000104904175,90.0,2026-01-16,1.1699999570846558,-0.5104602904895831,-0.5134602904895831,True,-0.10299999999999998,True,-0.1671395682344905,0.07189400326279705,-0.5853542937523801,
ALOY,2021-11-16,s20_uplisting,0001437749-21-026901,BLACKBOXSTOCKS INC.  (BLBX)  (CIK 0001567900),2021-11-17,12.399999618530273,30.0,2021-12-31,14.279999732971191,0.1516129171190852,0.1486129171190852,True,-0.10299999999999998,False,0.1486129171190852,0.01626573426539024,0.13234718285369496,
ALOY,2021-11-16,s20_uplisting,0001437749-21-026901,BLACKBOXSTOCKS INC.  (BLBX)  (CIK 0001567900),2021-11-17,12.399999618530273,60.0,2022-02-14,7.480000019073486,-0.3967741734527518,-0.3997741734527518,True,-0.10299999999999998,False,-0.3997741734527518,-0.06063452522486912,-0.3391396482278827,
ALOY,2021-11-16,s20_uplisting,0001437749-21-026901,BLACKBOXSTOCKS INC.  (BLBX)  (CIK 0001567900),2021-11-17,12.399999618530273,90.0,2022-03-29,9.800000190734863,-0.20967737965975664,-0.21267737965975664,True,-0.10299999999999998,False,-0.21267737965975664,-0.009359473447003386,-0.20331790621275325,
APLD,2025-10-22,s20_uplisting,0001144879-25-000076,Applied Digital Corp.  (APLD)  (CIK 0001144879),2025-10-23,31.219999313354492,30.0,2025-12-05,31.219999313354492,0.0,-0.003,True,-0.10299999999999998,True,-0.2116210206492085,0.026297618760995123,-0.029297618760995122,
APLD,2025-10-22,s20_uplisting,0001144879-25-000076,Applied Digital Corp.  (APLD)  (CIK 0001144879),2025-10-23,31.219999313354492,60.0,2026-01-21,35.060001373291016,0.12299814684153265,0.11999814684153265,True,-0.10299999999999998,True,-0.2116210206492085,0.02889494885833832,0.09110319798319433,
APLD,2025-10-22,s20_uplisting,0001144879-25-000076,Applied Digital Corp.  (APLD)  (CIK 0001144879),2025-10-23,31.219999313354492,90.0,2026-03-05,28.09000015258789,-0.10025622131989387,-0.10325622131989387,True,-0.10299999999999998,True,-0.2116210206492085,0.022755143471480777,-0.12601136479137465,
APLD,2026-04-23,s20_uplisting,0001144879-26-000036,Applied Digital Corp.  (APLD)  (CIK 0001144879),2026-04-24,37.470001220703125,30.0,2026-06-08,40.94499969482422,0.09274081561014391,0.08974081561014391,True,-0.10299999999999998,True,-0.14252467368865673,0.040056176328054915,0.049684639282088994,
APLD,2026-04-23,s20_uplisting,0001144879-26-000036,Applied Digital Corp.  (APLD)  (CIK 0001144879),2026-04-24,37.470001220703125,60.0,,,,,,,,,,,exit_out_of_range
APLD,2026-04-23,s20_uplisting,0001144879-26-000036,Applied Digital Corp.  (APLD)  (CIK 0001144879),2026-04-24,37.470001220703125,90.0,,,,,,,,,,,exit_out_of_range
AREN,2022-02-09,s20_uplisting,0001493152-22-003602,"Arena Group Holdings, Inc.  (AREN)  (CIK 0000894871)",2022-02-10,8.75,30.0,2022-03-25,9.699999809265137,0.10857140677315846,0.10557140677315846,True,-0.10299999999999998,False,0.10557140677315846,0.006107090033906415,0.09946431673925205,
