ticker,event_date,setup_type,reason,entry_date,entry_price,horizon,error,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy
ARES,2025-12-11,s06_index_inclusion,Mars Inc. acquired Kellanova.[14],2025-12-12,172.93994837861678,30.0,,2026-01-28,146.3140106201172,-0.1539605973525997,-0.1569605973525997,True,-0.10299999999999998,True,-0.0658502223177071,0.013521143833664873,-0.17048174118626458
ARES,2025-12-11,s06_index_inclusion,Mars Inc. acquired Kellanova.[14],2025-12-12,172.93994837861678,60.0,,2026-03-12,94.25435638427734,-0.45498794657942976,-0.45798794657942976,True,-0.10299999999999998,True,-0.0658502223177071,-0.02926876388654287,-0.4287191826928869
ARES,2025-12-11,s06_index_inclusion,Mars Inc. acquired Kellanova.[14],2025-12-12,172.93994837861678,90.0,,2026-04-24,114.08076477050781,-0.3403446350015601,-0.3433446350015601,True,-0.10299999999999998,True,-0.0658502223177071,0.043354363612093216,-0.3866989986136533
SNDK,2025-11-28,s06_index_inclusion,S&P 500 constituent Omnicom Group Inc. acquired (The) Interpublic Group.[15][16],2025-12-01,211.83999633789062,30.0,,2026-01-14,387.80999755859375,0.8306741137779579,0.8276741137779579,True,-0.10299999999999998,False,0.8276741137779579,0.02002027827420849,0.8076538355037494
SNDK,2025-11-28,s06_index_inclusion,S&P 500 constituent Omnicom Group Inc. acquired (The) Interpublic Group.[15][16],2025-12-01,211.83999633789062,60.0,,2026-02-27,635.3599853515625,1.9992446956907317,1.9962446956907318,True,-0.10299999999999998,False,1.9962446956907318,0.013563482290441797,1.98268121340029
SNDK,2025-11-28,s06_index_inclusion,S&P 500 constituent Omnicom Group Inc. acquired (The) Interpublic Group.[15][16],2025-12-01,211.83999633789062,90.0,,2026-04-13,952.5,3.49631805355933,3.49331805355933,True,-0.10299999999999998,False,3.49331805355933,0.016494515906773977,3.476823537652556
Q,2025-11-03,s06_index_inclusion,"S&P 500 constituent Dupont de Nemours, Inc. spun off Qnity Electronics.[17]",2025-11-04,99.31090715319787,30.0,,2025-12-17,76.17276000976562,-0.23298696796454732,-0.23598696796454732,True,-0.10299999999999998,False,-0.23598696796454732,-0.0069662602689660735,-0.22902070769558125
Q,2025-11-03,s06_index_inclusion,"S&P 500 constituent Dupont de Nemours, Inc. spun off Qnity Electronics.[17]",2025-11-04,99.31090715319787,60.0,,2026-02-02,100.5548324584961,0.012525565831146057,0.009525565831146058,True,-0.10299999999999998,False,0.009525565831146058,0.03158488970067719,-0.02205932386953113
Q,2025-11-03,s06_index_inclusion,"S&P 500 constituent Dupont de Nemours, Inc. spun off Qnity Electronics.[17]",2025-11-04,99.31090715319787,90.0,,2026-03-17,113.51284790039062,0.14300484361989274,0.14000484361989274,True,-0.10299999999999998,False,0.14000484361989274,-0.00493692661317402,0.14494177023306676
SOLS,2025-10-30,s06_index_inclusion,S&P 500 and S&P 100 constituent Honeywell International Inc. spun off Solstice Advanced Materials.[17],2025-10-31,48.785067051324475,30.0,,2025-12-15,48.68026351928711,-0.002148270738812519,-0.005148270738812519,True,-0.10299999999999998,False,-0.005148270738812519,-0.006291604801370032,0.0011433340625575132
SOLS,2025-10-30,s06_index_inclusion,S&P 500 and S&P 100 constituent Honeywell International Inc. spun off Solstice Advanced Materials.[17],2025-10-31,48.785067051324475,60.0,,2026-01-29,63.472991943359375,0.3010741970813,0.2980741970813,True,-0.10299999999999998,False,0.2980741970813,0.01613166536462729,0.2819425317166727
SOLS,2025-10-30,s06_index_inclusion,S&P 500 and S&P 100 constituent Honeywell International Inc. spun off Solstice Advanced Materials.[17],2025-10-31,48.785067051324475,90.0,,2026-03-13,73.15512084960938,0.4995392088453279,0.4965392088453279,True,-0.10299999999999998,False,0.4965392088453279,-0.030352933284569006,0.5268921421298969
EME,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,659.0334405811358,30.0,,2025-11-04,653.7839965820312,-0.00796536818294924,-0.010965368182949239,False,-0.010965368182949239,True,-0.057065561846755486,0.012778963481333783,-0.02374433166428302
EME,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,659.0334405811358,60.0,,2025-12-17,595.8174438476562,-0.09592228988825768,-0.09892228988825769,True,-0.10299999999999998,True,-0.057065561846755486,0.0070194797206659665,-0.10594176960892365
EME,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,659.0334405811358,90.0,,2026-02-02,731.3057861328125,0.10966415526342188,0.10666415526342188,True,-0.10299999999999998,True,-0.057065561846755486,0.046113578371914654,0.060550576891507224
HOOD,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,125.41000366210938,30.0,,2025-11-04,136.8000030517578,0.09082209598156443,0.08782209598156443,False,0.08782209598156443,False,0.08782209598156443,0.012778963481333783,0.07504313250023065
HOOD,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,125.41000366210938,60.0,,2025-12-17,115.80000305175781,-0.07662866063096263,-0.07962866063096263,True,-0.10299999999999998,True,-0.0873407057756923,0.0070194797206659665,-0.0866481403516286
HOOD,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,125.41000366210938,90.0,,2026-02-02,89.91000366210938,-0.28307151713070045,-0.28607151713070045,True,-0.10299999999999998,True,-0.0873407057756923,0.046113578371914654,-0.3321850955026151
APP,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,641.0,30.0,,2025-11-04,608.6799926757812,-0.050421228274912244,-0.05342122827491225,True,-0.10300000000000009,True,-0.0789889267777405,0.012778963481333783,-0.06620019175624603
APP,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,641.0,60.0,,2025-12-17,657.1300048828125,0.02516381416975433,0.02216381416975433,True,-0.10300000000000009,True,-0.0789889267777405,0.0070194797206659665,0.015144334449088363
APP,2025-09-22,s06_index_inclusion,Market capitalization change.[18],2025-09-23,641.0,90.0,,2026-02-02,483.0,-0.24648985959438374,-0.24948985959438374,True,-0.10300000000000009,True,-0.0789889267777405,0.046113578371914654,-0.2956034379662984
IBKR,2025-08-28,s06_index_inclusion,Sycamore Partners acquired Walgreen Boots Alliance.[19],2025-08-29,62.27309669478511,30.0,,2025-10-13,70.28646850585938,0.1286811197193174,0.1256811197193174,False,0.1256811197193174,False,0.1256811197193174,0.02688661320441388,0.09879450651490351
IBKR,2025-08-28,s06_index_inclusion,Sycamore Partners acquired Walgreen Boots Alliance.[19],2025-08-29,62.27309669478511,60.0,,2025-11-24,62.2232551574707,-0.0008003703037073873,-0.0038003703037073873,False,-0.0038003703037073873,False,-0.0038003703037073873,0.03569893971789306,-0.03949931002160045
IBKR,2025-08-28,s06_index_inclusion,Sycamore Partners acquired Walgreen Boots Alliance.[19],2025-08-29,62.27309669478511,90.0,,2026-01-08,70.01380920410156,0.12430267515449689,0.12130267515449689,False,0.12130267515449689,False,0.12130267515449689,0.07103764811957469,0.050265027034922194
