ticker,event_date,setup_type,reason,entry_date,entry_price,horizon,error,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy
VEEV,2026-05-07,s06_index_inclusion,S&P 500 constituent Devon Energy Corp. acquired Coterra Energy. [8][9],2026-05-08,165.0800018310547,60.0,exit_out_of_range,,,,,,,,,,
VEEV,2026-05-07,s06_index_inclusion,S&P 500 constituent Devon Energy Corp. acquired Coterra Energy. [8][9],2026-05-08,165.0800018310547,90.0,exit_out_of_range,,,,,,,,,,
CASY,2026-04-09,s06_index_inclusion,Blackstone Inc. and TPG Inc. acquired Hologic.[10],2026-04-10,759.4930909222369,30.0,,2026-05-22,825.02001953125,0.08627718855143907,0.08327718855143906,False,0.08327718855143906,False,0.08327718855143906,0.09440501067842133,-0.011127822126982267
CASY,2026-04-09,s06_index_inclusion,Blackstone Inc. and TPG Inc. acquired Hologic.[10],2026-04-10,759.4930909222369,60.0,exit_out_of_range,,,,,,,,,,
CASY,2026-04-09,s06_index_inclusion,Blackstone Inc. and TPG Inc. acquired Hologic.[10],2026-04-10,759.4930909222369,90.0,exit_out_of_range,,,,,,,,,,
VRT,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,255.9467611420867,30.0,,2026-05-06,358.8453369140625,0.40203116973553943,0.3990311697355394,False,0.3990311697355394,False,0.3990311697355394,0.12668115667816426,0.27235001305737516
VRT,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,255.9467611420867,60.0,,2026-06-18,333.04998779296875,0.30124712774966067,0.29824712774966067,False,0.29824712774966067,False,0.29824712774966067,0.1494560919820378,0.14879103576762287
VRT,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,255.9467611420867,90.0,exit_out_of_range,,,,,,,,,,
LITE,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,728.8499755859375,30.0,,2026-05-06,944.280029296875,0.2955753048324503,0.2925753048324503,True,-0.10299999999999987,False,0.2925753048324503,0.12668115667816426,0.16589414815428605
LITE,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,728.8499755859375,60.0,,2026-06-18,850.0,0.16622079779404197,0.16322079779404197,True,-0.10299999999999987,False,0.16322079779404197,0.1494560919820378,0.013764705812004174
LITE,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,728.8499755859375,90.0,exit_out_of_range,,,,,,,,,,
COHR,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,255.25,30.0,,2026-05-06,344.6700134277344,0.35032326514293577,0.34732326514293577,True,-0.10299999999999998,False,0.34732326514293577,0.12668115667816426,0.2206421084647715
COHR,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,255.25,60.0,,2026-06-18,389.57000732421875,0.5262292157657933,0.5232292157657933,True,-0.10299999999999998,False,0.5232292157657933,0.1494560919820378,0.3737731237837555
COHR,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,255.25,90.0,exit_out_of_range,,,,,,,,,,
SATS,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,109.58000183105469,30.0,,2026-05-06,125.75,0.14756340480697805,0.14456340480697805,False,0.14456340480697805,False,0.14456340480697805,0.12668115667816426,0.017882248128813782
SATS,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,109.58000183105469,60.0,,2026-06-18,109.16999816894531,-0.003741592035575114,-0.006741592035575114,False,-0.006741592035575114,False,-0.006741592035575114,0.1494560919820378,-0.15619768401761291
SATS,2026-03-23,s06_index_inclusion,Market capitalization change.[11],2026-03-24,109.58000183105469,90.0,exit_out_of_range,,,,,,,,,,
CIEN,2026-02-09,s06_index_inclusion,Thoma Bravo L.P. acquired Dayforce.[12],2026-02-10,288.0799865722656,30.0,,2026-03-25,437.70001220703125,0.5193697327434199,0.5163697327434199,False,0.5163697327434199,False,0.5163697327434199,-0.05228611976564157,0.5686558525090615
CIEN,2026-02-09,s06_index_inclusion,Thoma Bravo L.P. acquired Dayforce.[12],2026-02-10,288.0799865722656,60.0,,2026-05-07,538.760009765625,0.8701750724723656,0.8671750724723656,False,0.8671750724723656,False,0.8671750724723656,0.05558380949014263,0.811591262982223
CIEN,2026-02-09,s06_index_inclusion,Thoma Bravo L.P. acquired Dayforce.[12],2026-02-10,288.0799865722656,90.0,,2026-06-22,460.3299865722656,0.5979242155955553,0.5949242155955553,False,0.5949242155955553,False,0.5949242155955553,0.07683418228667538,0.5180900333088799
CRH,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,125.41052004668599,30.0,,2026-02-06,126.22467803955078,0.0064919433597891985,0.0034919433597891984,False,0.0034919433597891984,True,-0.04908565744569471,0.009796519558256556,-0.006304576198467357
CRH,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,125.41052004668599,60.0,,2026-03-23,104.0416259765625,-0.17039155935378136,-0.17339155935378137,True,-0.10299999999999998,True,-0.04908565744569471,-0.039112916618428084,-0.13427864273535328
CRH,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,125.41052004668599,90.0,,2026-05-05,112.09235382080078,-0.10619656326221527,-0.10919656326221527,True,-0.10299999999999998,True,-0.04908565744569471,0.06115730403294273,-0.170353867295158
CVNA,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,86.64199829101562,30.0,,2026-02-06,80.73400115966797,-0.06818860654048753,-0.07118860654048753,True,-0.10299999999999998,True,-0.1022610618572326,0.009796519558256556,-0.08098512609874409
CVNA,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,86.64199829101562,60.0,,2026-03-23,59.91999816894531,-0.30841855738732726,-0.31141855738732727,True,-0.10299999999999998,True,-0.1022610618572326,-0.039112916618428084,-0.2723056407688992
CVNA,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,86.64199829101562,90.0,,2026-05-05,75.81800079345703,-0.12492783766600857,-0.12792783766600857,True,-0.10299999999999998,True,-0.1022610618572326,0.06115730403294273,-0.1890851416989513
FIX,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,947.466324836455,30.0,,2026-02-06,1229.1395263671875,0.2972909898189289,0.29429098981892887,False,0.29429098981892887,False,0.29429098981892887,0.009796519558256556,0.2844944702606723
FIX,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,947.466324836455,60.0,,2026-03-23,1407.6983642578125,0.48575028722081437,0.48275028722081437,False,0.48275028722081437,False,0.48275028722081437,-0.039112916618428084,0.5218632038392425
FIX,2025-12-22,s06_index_inclusion,Market capitalization change.[13],2025-12-23,947.466324836455,90.0,,2026-05-05,1966.4693603515625,1.0755031696677988,1.072503169667799,False,1.072503169667799,False,1.072503169667799,0.06115730403294273,1.0113458656348562
