ticker,event_date,setup_type,settlement_date,days_to_cover,drawdown_pct,entry_date,entry_price,horizon,exit_date,exit_price,raw_return,net_return,sl_hit_pct10,sl_return_pct10,sl_hit_atr2,sl_return_atr2,spy_return,edge_vs_spy,error
ACHV,2023-11-08,s09_short_squeeze_candidate,2023-10-31,23.88,-0.2783,2023-11-09,4.289999961853027,90,2024-03-21,4.599999904632568,0.0722610595655202,0.0692610595655202,True,-0.10299999999999998,True,-0.1189280031844997,0.19961276400174355,-0.13035170443622335,
ACIC,2021-08-21,s09_short_squeeze_candidate,2021-08-13,28.07,-0.3397,2021-08-24,3.4162767904733924,30,2021-10-06,3.6621782779693604,0.07197938064669906,0.06897938064669906,True,-0.10299999999999998,True,-0.09612681925092836,-0.02606592460480217,0.09504530525150123,
ACIC,2021-08-21,s09_short_squeeze_candidate,2021-08-13,28.07,-0.3397,2021-08-24,3.4162767904733924,60,2021-11-17,3.9783377647399902,0.16452442490431607,0.16152442490431607,True,-0.10299999999999998,True,-0.09612681925092836,0.04837319028849474,0.11315123461582133,
ACIC,2021-08-21,s09_short_squeeze_candidate,2021-08-13,28.07,-0.3397,2021-08-24,3.4162767904733924,90,2021-12-31,3.860445261001587,0.1300153640263575,0.1270153640263575,True,-0.10299999999999998,True,-0.09612681925092836,0.06738296475511052,0.05963239927124697,
ACRV,2023-05-06,s09_short_squeeze_candidate,2023-04-28,20.19,-0.4694,2023-05-09,13.329999923706055,30,2023-06-22,12.880000114440918,-0.03375842549442609,-0.036758425494426095,True,-0.10299999999999987,False,-0.036758425494426095,0.06567622952110463,-0.10243465501553073,
ACRV,2023-05-06,s09_short_squeeze_candidate,2023-04-28,20.19,-0.4694,2023-05-09,13.329999923706055,60,2023-08-04,11.75,-0.11852962736302686,-0.12152962736302686,True,-0.10299999999999987,True,-0.19035079713403635,0.09082218788378138,-0.21235181524680824,
ACRV,2023-05-06,s09_short_squeeze_candidate,2023-04-28,20.19,-0.4694,2023-05-09,13.329999923706055,90,2023-09-18,10.0600004196167,-0.24531129203339253,-0.24831129203339253,True,-0.10299999999999987,True,-0.19035079713403635,0.08687880803075276,-0.3351901000641453,
ACRV,2025-02-08,s09_short_squeeze_candidate,2025-01-31,34.14,-0.2917,2025-02-11,5.489999771118164,30,2025-03-26,2.609999895095825,-0.5245901632224952,-0.5275901632224952,True,-0.10299999999999998,True,-0.2257141273034471,-0.053521583140477835,-0.47406858008201735,
ACRV,2025-02-08,s09_short_squeeze_candidate,2025-01-31,34.14,-0.2917,2025-02-11,5.489999771118164,60,2025-05-08,1.1799999475479126,-0.785063752870143,-0.788063752870143,True,-0.10299999999999998,True,-0.2257141273034471,-0.05939773487034916,-0.7286660179997938,
ACRV,2025-02-08,s09_short_squeeze_candidate,2025-01-31,34.14,-0.2917,2025-02-11,5.489999771118164,90,2025-06-23,1.1799999475479126,-0.785063752870143,-0.788063752870143,True,-0.10299999999999998,True,-0.2257141273034471,0.0019667051990523987,-0.7900304580691954,
ACTU,2026-03-07,s09_short_squeeze_candidate,2026-02-27,23.6,-0.5079,2026-03-10,2.950000047683716,30,2026-04-22,2.7799999713897705,-0.05762714357493859,-0.06062714357493859,True,-0.10299999999999998,True,-0.280215528091852,0.05228177926599176,-0.11290892284093035,
ACTU,2026-03-07,s09_short_squeeze_candidate,2026-02-27,23.6,-0.5079,2026-03-10,2.950000047683716,60,2026-06-04,1.940000057220459,-0.3423728725890326,-0.3453728725890326,True,-0.10299999999999998,True,-0.280215528091852,0.120164208968488,-0.4655370815575206,
ACTU,2026-03-07,s09_short_squeeze_candidate,2026-02-27,23.6,-0.5079,2026-03-10,2.950000047683716,90,,,,,,,,,,,exit_out_of_range
ADAG,2021-10-08,s09_short_squeeze_candidate,2021-09-30,20.09,-0.3054,2021-10-11,13.449999809265137,30,2021-11-22,9.293000221252441,-0.3090706057221736,-0.3120706057221736,True,-0.10299999999999998,True,-0.11350463082841455,0.06956230618556969,-0.3816329119077433,
ADAG,2021-10-08,s09_short_squeeze_candidate,2021-09-30,20.09,-0.3054,2021-10-11,13.449999809265137,60,2022-01-05,7.730000019073486,-0.4252788008406799,-0.42827880084067993,True,-0.10299999999999998,True,-0.11350463082841455,0.07517953895317775,-0.5034583397938577,
ADAG,2021-10-08,s09_short_squeeze_candidate,2021-09-30,20.09,-0.3054,2021-10-11,13.449999809265137,90,2022-02-17,6.800000190734863,-0.49442377047093855,-0.49742377047093855,True,-0.10299999999999998,True,-0.11350463082841455,0.003283620266739895,-0.5007073907376784,
ADCT,2022-01-08,s09_short_squeeze_candidate,2021-12-31,35.83,-0.3589,2022-01-11,19.7450008392334,30,2022-02-24,16.420000076293945,-0.1683970940296271,-0.1713970940296271,True,-0.10299999999999998,True,-0.13027094061028233,-0.07938018999136287,-0.09201690403826424,
ADCT,2022-01-08,s09_short_squeeze_candidate,2021-12-31,35.83,-0.3589,2022-01-11,19.7450008392334,60,2022-04-07,14.260000228881836,-0.277791865141522,-0.280791865141522,True,-0.10299999999999998,True,-0.13027094061028233,-0.032383568490456316,-0.24840829665106567,
ADCT,2022-01-08,s09_short_squeeze_candidate,2021-12-31,35.83,-0.3589,2022-01-11,19.7450008392334,90,2022-05-20,7.050000190734863,-0.6429475871823472,-0.6459475871823472,True,-0.10299999999999998,True,-0.13027094061028233,-0.15989845010914128,-0.48604913707320596,
ADCT,2022-08-06,s09_short_squeeze_candidate,2022-07-29,21.97,-0.3956,2022-08-09,7.869999885559082,30,2022-09-21,5.070000171661377,-0.35578141735878743,-0.35878141735878744,True,-0.10299999999999998,True,-0.13616717218836838,-0.08073306147045711,-0.2780483558883303,
ADCT,2022-08-06,s09_short_squeeze_candidate,2022-07-29,21.97,-0.3956,2022-08-09,7.869999885559082,60,2022-11-02,4.130000114440918,-0.4752223412329155,-0.4782223412329155,True,-0.10299999999999998,True,-0.13616717218836838,-0.0868712332288667,-0.3913511080040488,
ADCT,2022-08-06,s09_short_squeeze_candidate,2022-07-29,21.97,-0.3956,2022-08-09,7.869999885559082,90,2022-12-15,3.319999933242798,-0.5781448562235976,-0.5811448562235976,True,-0.10299999999999998,True,-0.13616717218836838,-0.05091809137564518,-0.5302267648479524,
ADCT,2022-11-08,s09_short_squeeze_candidate,2022-10-31,28.93,-0.5689,2022-11-09,4.0,30,2022-12-22,3.0799999237060547,-0.23000001907348633,-0.23300001907348633,True,-0.10299999999999998,True,-0.18871175544346674,0.006680883463027865,-0.2396809025365142,
ADCT,2022-11-08,s09_short_squeeze_candidate,2022-10-31,28.93,-0.5689,2022-11-09,4.0,60,2023-02-07,4.53000020980835,0.1325000524520874,0.1295000524520874,True,-0.10299999999999998,True,-0.18871175544346674,0.09782455822198677,0.03167549423010063,
ADCT,2022-11-08,s09_short_squeeze_candidate,2022-10-31,28.93,-0.5689,2022-11-09,4.0,90,2023-03-22,1.9900000095367432,-0.5024999976158142,-0.5054999976158142,True,-0.10299999999999998,True,-0.18871175544346674,0.04075456845437242,-0.5462545660701866,
ADCT,2023-06-08,s09_short_squeeze_candidate,2023-05-31,23.38,-0.2813,2023-06-09,2.5,30,2023-07-25,1.2899999618530273,-0.4840000152587891,-0.4870000152587891,True,-0.10299999999999998,True,-0.12541353605849348,0.06319607894363966,-0.5501960942024288,
ADCT,2023-06-08,s09_short_squeeze_candidate,2023-05-31,23.38,-0.2813,2023-06-09,2.5,60,2023-09-06,1.0800000429153442,-0.5679999828338623,-0.5709999828338623,True,-0.10299999999999998,True,-0.12541353605849348,0.04167256154427168,-0.612672544378134,
